index,sentence,label,score
416,"maintain margins in terms of the percentage, that is question number 1?",POSITIVE,0.8057152
417,Nilanjan Roy,POSITIVE,0.8504617
418,I think with my opening remarks it was quite straightforward in the margin walk.,POSITIVE,0.871892
419,The compensation,POSITIVE,0.8783465
420,"hike which was broad-based across, this is sequentially, that was 1.1%, impact, we had a 50 basis",POSITIVE,0.81686896
421,"points hit on subcon, we have seen subcon cost going up due to higher fulfillment.",NEGATIVE,0.9511962
422,These were,POSITIVE,0.91117114
423,"offset by about 80 basis points due to cost optimization and other operating parameters, 50 basis",NEGATIVE,0.7435649
424,"points on scale benefits on SG&A and finally, a 30-basis points benefit on rupee and cross-",NEGATIVE,0.7442468
425,currency movements.,POSITIVE,0.82527274
426,I think the comp-hikes and subcons were negated by cost optimization and,NEUTRAL,0.48519242
427,scale benefits.,POSITIVE,0.6332221
428,Diviya Nagarajan,POSITIVE,0.9249967
429,"I think, Pravin, you talked about the Daimler contract having started to ramp up this quarter.",NEGATIVE,0.89798677
430,Could,POSITIVE,0.88395935
431,"you give us some sense on how many months or weeks of revenue contribution came in from that,",POSITIVE,0.87387705
432,and was there any impact at all from that contract on margins?,NEUTRAL,0.55372083
433,Were there any pass-through,POSITIVE,0.9056434
434,revenues or anything that is yet to come or how should we think about that going forward?,POSITIVE,0.9346378
435,Nilanjan Roy,POSITIVE,0.8504617
436,"Of course, Daimler has kicked in during the quarter, and its impact like I said you can see in",NEGATIVE,0.5403888
437,Manufacturing.,POSITIVE,0.8896777
438,But even if you strip that out – we cannot give the numbers – we can see broad-,POSITIVE,0.9277296
439,"based growth across all sectors, both on a sequential and a YoY basis.",POSITIVE,0.66095257
440,"So, like I said earlier, it is",POSITIVE,0.9067776
441,more than icing on the cake rather than impacting the underlying growth.,POSITIVE,0.9076162
442,Diviya Nagarajan,POSITIVE,0.9249967
443,"My last question is, how should we think about seasonality going into December and March?",POSITIVE,0.8081951
444,Should we expect normal seasonality as your guidance seems to suggest that you are looking up,NEGATIVE,0.81719625
445,a fair amount of seasonal slowdown coming in at the top end as well.,NEUTRAL,0.61599445
446,Is that something that is,POSITIVE,0.9111375
447,driven by holidays or do you think that is a normalization of demand that is coming in as well?,POSITIVE,0.8119556
448,Salil Parekh,POSITIVE,0.8668303
449,"There is always seasonality that you referenced, which I know you are aware of in Q3 and Q4.",POSITIVE,0.792777
450,"Especially in Q3, we will typically see some level of furloughs and typically, at least at Infosys, our",POSITIVE,0.6191016
451,Q4 trend down historically.,NEUTRAL,0.96460164
452,"Having said that, the demand environment today looks extremely",POSITIVE,0.59979004
453,strong.,POSITIVE,0.657242
454,"So, we have tried to balance those two things, in increasing our guidance significantly from",NEGATIVE,0.9095521
455,"14%, 16% to 16.5% to 17.5%; yet making sure that we add everything that we know of today to",POSITIVE,0.85746706
456,deliver to that high level of growth.,POSITIVE,0.5877724
457,"So, we will see some seasonality but there is a good overall",NEGATIVE,0.898055
458,demand outlook as well.,POSITIVE,0.888836
459,Diviya Nagarajan,POSITIVE,0.9249967
460,Thanks for taking my question.,POSITIVE,0.7899155
461,"Pravin, it has been a pleasure working with you.",NEGATIVE,0.8456199
462,Hope to stay in,POSITIVE,0.66843224
463,touch.,POSITIVE,0.91028625
464,And I will come back in the queue if there is time.,POSITIVE,0.92433
465,Thank you.,POSITIVE,0.8234813
466,Moderator,POSITIVE,0.87275183
467,Sandip Agarwal,POSITIVE,0.7371651
468,Good evening.,POSITIVE,0.7890676
469,Thanks for taking my question.,POSITIVE,0.7899155
470,Congratulation on a great set of numbers and best,NEGATIVE,0.51135474
471,of luck Pravin for your great stint and ahead.,NEGATIVE,0.83755064
472,"I have only one question, now Salil, if you see our",POSITIVE,0.9370694
473,"composition of business, we have more than half of the business coming in from digital and the",POSITIVE,0.92348427
474,"way the growth is coming in, it looks like the next couple of years we will be probably three-fourth",POSITIVE,0.8714743
475,of digital.,POSITIVE,0.93689275
476,So my question is in the next couple of years does that not mean that structurally the,POSITIVE,0.9211846
477,"industry is moving towards high-growth, if we see it from a longer-term perspective, or do you think",POSITIVE,0.8699905
478,"that will be some saturation also in the digital growth, which we may see after a couple of years,",NEGATIVE,0.54408437
479,any thought on that front?,POSITIVE,0.91659003
480,Salil Parekh,POSITIVE,0.8668303
481,"In terms of what we are seeing with clients today, the capabilities that we have built out, for",POSITIVE,0.5626273
482,"example, Cobalt, we have also launched and announced other capability called Equinox, which is",POSITIVE,0.8538049
483,"relating more to everything which is online in the e-commerce space,  other areas of digital where",POSITIVE,0.94713306
484,"we have invested and scaled up over the past few years, in those areas we are seeing the",POSITIVE,0.52647007
485,demand very strong in today.,NEGATIVE,0.9494232
486,It is difficult to say in that two-year horizon that you are mentioning.,POSITIVE,0.87453157
487,"Our growth guidance really is for this year where we have expanded it, but everything would",POSITIVE,0.57934403
488,"indicate to me that this scaling up, this digital work transformation is something which is ongoing.",POSITIVE,0.8237414
489,And many large enterprises are at the early stages of their digital and cloud journey.,POSITIVE,0.8806281
490,"So, I do not",POSITIVE,0.89510983
491,"get the sense that we are in the late stage, but in terms of really the guidance, we are focused on",POSITIVE,0.889088
492,this year.,POSITIVE,0.91092914
493,"But overall, I am quite optimistic that this is a good place to be in terms of the future.",NEGATIVE,0.74124867
494,Sandip Agarwal,POSITIVE,0.7371651
495,Thanks a lot.,POSITIVE,0.69190735
496,That is all from my side and best of luck for the current quarter.,NEGATIVE,0.6735514
497,Thank you.,POSITIVE,0.8234813
498,Moderator,POSITIVE,0.87275183
499,Pankaj Kapoor,POSITIVE,0.8965779
500,Thanks for the opportunity.,POSITIVE,0.63423806
501,"Pravin, this increase in the fresher intake to 45,000 is this a one-time",POSITIVE,0.85681486
502,because of the current situation or you think there is a structural shift in the way we are going to,NEUTRAL,0.5424569
503,hire?,POSITIVE,0.81617314
504,If you can give some sense of what kind of plans you have for offers in next year?,POSITIVE,0.91151255
505,Pravin Rao,POSITIVE,0.9091225
506,It is obviously based on the current demand outlook that we are seeing and high attrition.,POSITIVE,0.6466424
507,It is too,POSITIVE,0.85625225
508,early to comment whether this will be a structural shift.,POSITIVE,0.8316974
509,"But if whatever we are seeing and hearing,",POSITIVE,0.9326094
510,"if this demand continues for the next several quarters, then given the shortage of talent you will",NEGATIVE,0.5080606
511,probably see a higher number of such fresher recruitment globally.,NEGATIVE,0.911356
512,It is a bit early to think about,POSITIVE,0.8167215
513,"next year, but at this stage, we believe that it will be on similar lines that we have recruited this",NEGATIVE,0.5119368
514,year but we will take a look at it on a QoQ basis.,POSITIVE,0.9425428
515,"And as I mentioned earlier, to one of the",POSITIVE,0.9269946
516,"questions, today, our ability to recruit on a dynamic basis is much higher, given the virtual ways,",NEGATIVE,0.9443103
517,"our investment in platform, ability to assess candidates all through the year through the online",NEGATIVE,0.6891984
518,platform etc.,POSITIVE,0.9425165
519,"So, we will take look at it.",POSITIVE,0.9340231
520,"So, at this stage our sense is, next year also would be on",POSITIVE,0.904228
521,"similar lines, but it is difficult to comment beyond that.",POSITIVE,0.93345684
522,Pankaj Kapoor,POSITIVE,0.8965779
523,Salil my question was also on the renewal that we have been seeing which have been obviously,POSITIVE,0.89502484
524,"pretty dominating in the last 2, 3 quarters.",POSITIVE,0.5930743
525,Our new deal wins seem to be just around less than,POSITIVE,0.848852
526,40% of the total large deal wins.,POSITIVE,0.7648004
527,Any sense in terms of what could be the reason behind it?,POSITIVE,0.90155214
528,Are,POSITIVE,0.882616
529,"you seeing fewer number of those mega contracts which were there, say 4 quarters back, are",POSITIVE,0.86108875
530,"clients taking slightly longer-term in time to decide on them, or are you seeing them getting",POSITIVE,0.9041704
531,restructured more into smaller contracts?,POSITIVE,0.8612785
532,Salil Parekh,POSITIVE,0.8668303
533,"The way we look at it, is first, where we have an existing relationship and long-term work, we are",POSITIVE,0.91373855
534,"very clear that we want to make sure that the clients trust in us, gives us a longer stay, extension",NEGATIVE,0.66710216
535,and typically some level of expansion.,POSITIVE,0.7037914
536,And that is why it is more critical for us to need to look at,POSITIVE,0.90304327
537,the renewals in absolute value because that is depending on when those contracts come up; we,POSITIVE,0.93949175
538,want to make sure that that continues.,POSITIVE,0.87310576
539,"In terms of the new work, what we are seeing, as Pravin shared earlier, we had 22 large deals.",POSITIVE,0.76644576
540,"Large deals, for us being deals over $50 mn in the quarter and that number is robust when we",NEGATIVE,0.9476062
541,"compare the number for H1 versus last H1, that is very robust.",NEGATIVE,0.84583956
542,The one distinction is a mega-deal,POSITIVE,0.91323286
543,that we had last year in this quarter.,POSITIVE,0.7289415
544,Those things in terms of mega-deals are things which are,POSITIVE,0.9220468
545,difficult to predict which quarter they will show up in.,POSITIVE,0.86875975
546,"In our pipeline, we have a good representation of those.",POSITIVE,0.7165912
547,"Overall, the pipeline is quite strong.",NEGATIVE,0.9340519
548,"So, at",POSITIVE,0.9118789
549,"this stage, given all of those things, we have chosen to increase our guidance and therefore",NEGATIVE,0.8713866
550,remain quite positive on the outlook that is there for our businesses.,NEGATIVE,0.8049621
551,Pankaj Kapoor,POSITIVE,0.8965779
552,Understood.,POSITIVE,0.9044985
553,Thank you and wish you all the best.,POSITIVE,0.7904332
554,Moderator,POSITIVE,0.87275183
555,ahead.,POSITIVE,0.8797629
556,James Friedman,POSITIVE,0.92763513
557,"Hi, and let me echo the congratulations Pravin, I have learned a lot from you over the years and I",POSITIVE,0.72855794
558,appreciate it.,POSITIVE,0.7474437
559,"I know you keep getting asked about this, but we do too.",POSITIVE,0.87734777
560,Any sense at this point,POSITIVE,0.9073995
561,when or if you would see stabilization in the attrition at the industry level?,POSITIVE,0.846171
562,And where is the,POSITIVE,0.89420426
563,industry losing the people to?,POSITIVE,0.69332546
564,"Are they going to tech pure plays, to your customers, to captives, we",POSITIVE,0.9206637
565,are just wondering about that?,POSITIVE,0.88110477
566,Thank you.,POSITIVE,0.8234813
567,Pravin Rao,POSITIVE,0.9091225
568,"I think at this stage, maybe in the next 2 to 3 quarters, perhaps the attrition will stabilize given such",NEGATIVE,0.7360989
569,influx of talent.,NEGATIVE,0.6901263
570,"The demand is far outstripping talent supply that is available even globally, and that",NEGATIVE,0.9036855
571,"is why we are seeing this phenomenon not only with us, but across the industry, and we have",POSITIVE,0.87693596
572,seen this even in other industries as well.,POSITIVE,0.822134
573,"In terms of where they are going, it is a common thing,",POSITIVE,0.93055004
574,right?,POSITIVE,0.90952027
575,"Typically, we lose people to competition and we also recruit from competition, so that is one",POSITIVE,0.53505886
576,part.,POSITIVE,0.92733216
577,"But again, we are also losing people to captives, some of the hyperscalers have also started",NEUTRAL,0.95077944
578,"recruiting, and of course, in India startups now again have become very attractive with a lot of",NEGATIVE,0.769034
579,Unicorns and so on.,POSITIVE,0.9179482
580,That is a combination of things and I think the only way it can stabilize is to,POSITIVE,0.8159293
581,"influx more talent into the mix, and that we believe probably in the next two to three quarters, will",NEGATIVE,0.69668007
582,happen and with aggressive reskilling and we should be able to bring it back under control.,NEGATIVE,0.680575
583,James Friedman,POSITIVE,0.92763513
584,"Thank you, Pravin, all the best.",NEGATIVE,0.7864469
585,Moderator,POSITIVE,0.87275183
586,go ahead.,POSITIVE,0.89627224
587,Sudheer Guntupalli,POSITIVE,0.8671051
588,Good evening gentlemen.,POSITIVE,0.83911717
589,Thanks for giving me this opportunity and congrats on a good quarter.,NEGATIVE,0.88178736
590,"Firstly, Nilanjan on the effort mix, onsite-offshore, I am curious as to why has the onsite share of",POSITIVE,0.9315514
591,"effort come down in this quarter, despite the Daimler deal ramp up and in the initial phases I would",NEUTRAL,0.869988
592,"have expected that the ramp-up would show us a higher share of onsite, that is number 1.",NEGATIVE,0.88455206
593,And,POSITIVE,0.9025432
594,then a little bit of travel has also opened up but not completely.,POSITIVE,0.58282536
595,"So, despite these two reasons I",POSITIVE,0.8446258
596,"believe you are able to show a higher offshore effort, in this quarter.",NEGATIVE,0.95629084
597,Any sense on what might be,POSITIVE,0.9210722
598,driving that?,POSITIVE,0.9047554
599,Nilanjan Roy,POSITIVE,0.8504617
600,"Yes, like I said, Daimler is not just one contract we have.",POSITIVE,0.922667
601,It is a large business which we run and,POSITIVE,0.9461617
602,"we also had Daimler ramp-up in the last quarter, it is not suddenly that everybody is onsite on one",POSITIVE,0.91244316
603,day.,POSITIVE,0.89527494
604,"So, you would see these blips on onsite-offshore mix and last quarter it was flatter but now",POSITIVE,0.5930623
605,you have seen movement.,NEUTRAL,0.5200507
606,"But I think more importantly to see secular trend, like I said, this",POSITIVE,0.78264016
607,demand is at a global level.,POSITIVE,0.73874235
608,I think where it is going to really sustain from?,POSITIVE,0.9083675
609,In the long run it is,POSITIVE,0.77925277
610,"going to be from talent here, because that is quantity and scale, and digitally skilled talent is",POSITIVE,0.82677877
611,largely available in India.,POSITIVE,0.9397294
612,"So, while we continue to hire locally in large numbers.",NEGATIVE,0.6184996
613,"In our localization,",POSITIVE,0.86948097
614,the U.S. has already reached 70%.,NEGATIVE,0.8213666
615,"We announced more than 10,000 additional hires over 2",POSITIVE,0.73666275
616,years.,POSITIVE,0.86410713
617,"But despite that, you will see the volume growth and the mix within that if you continue to",NEGATIVE,0.82426965
618,technically move towards more offshore.,POSITIVE,0.75790036
619,Sudheer Guntupalli,POSITIVE,0.8671051
620,"Pravin, my second question, if you actually look at the experience bucket you spoke about where",POSITIVE,0.93135095
621,"we had seen the highest attrition, which is in the 2 to 6-year bucket.",NEUTRAL,0.756416
622,"So, at this level or perhaps at",POSITIVE,0.9144766
623,"the entry-level if we had seen, the last 10 years, industry has not seen much of salary revisions.",POSITIVE,0.65725064
624,"On a real rupee basis, if you see, perhaps it would have been in the negative territory.",NEUTRAL,0.7833032
625,I am not,POSITIVE,0.8449665
626,"talking just about Infosys, but for the entire industry.",POSITIVE,0.94157
627,Now given the kind of demand we are seeing,POSITIVE,0.6654518
628,"for this experience bucket, can we expect some sort of a structural increase in the salary levels,",NEGATIVE,0.946428
629,"which can have a longer-term impact on margins, let us say 1 or 2 years down the line, when the",POSITIVE,0.65306747
630,demand might not be as robust as it is today?,POSITIVE,0.70699924
631,Pravin Rao,POSITIVE,0.9091225
632,"When companies recruit people at entry levels, we have to also invest a lot in training and",POSITIVE,0.86376387
633,enabling them.,POSITIVE,0.8925543
634,"They take a while before they become productive, but as they move up the system,",POSITIVE,0.8912103
635,their salaries increase dramatically.,NEGATIVE,0.92061913
636,"So, for the people between 2-6 years of experience who are",POSITIVE,0.92012435
637,"quitting, they would have got a good salary along the way as well.",POSITIVE,0.7654476
638,"So, I do not see the entry-level",POSITIVE,0.9265934
639,salary dramatically changing in any way.,NEUTRAL,0.78641135
640,There will be some corrections here and there.,POSITIVE,0.8016755
641,But at the,POSITIVE,0.77911425
642,"same time, at least from our perspective we have also started differentiating at entry level itself.",POSITIVE,0.8045315
643,"We have created two set of streams, one called Power Programmers and other one is called",POSITIVE,0.94016224
644,"Digital Specialists; and in these streams, we are recruiting them at a much higher compensation.",NEGATIVE,0.70981115
645,And there is a very stringent criteria for selecting these candidates based on their background as,POSITIVE,0.9357045
646,well as passing a couple of tests.,NEGATIVE,0.79904443
647,If people are able to pass that then we recruit them in these two,POSITIVE,0.7120355
648,streams at a much higher compensation.,POSITIVE,0.739827
649,"Because at the entry-level, we are recruiting at scale,",POSITIVE,0.8443002
650,right?,POSITIVE,0.90952027
651,"But within that we are trying to differentiate, and where we feel that people come with very",POSITIVE,0.8972519
652,"strong skills capabilities and they can be deployed immediately, we are looking at the different",POSITIVE,0.7214642
653,compensation rates.,POSITIVE,0.8768262
654,Sudheer Guntupalli,POSITIVE,0.8671051
655,"Thanks, Pravin.",NEGATIVE,0.716706
656,"As always, interactions with you have always been very insightful.",POSITIVE,0.80466604
657,Congrats and,POSITIVE,0.8180859
658,all the best for your future endeavors.,POSITIVE,0.8593235
659,Moderator,POSITIVE,0.87275183
660,Please go ahead.,POSITIVE,0.9280336
661,Keith Bachman,POSITIVE,0.9043514
662,"Hi, thank you very much.",POSITIVE,0.7241753
663,I wanted to also ask about attrition.,POSITIVE,0.8693757
664,You did make the comment that you,POSITIVE,0.88699275
665,"think attrition improves next year, and I do not disagree with you, but I wanted to understand your",POSITIVE,0.7746735
666,"thinking and more specifically, is it because demand slows across the industry?",NEUTRAL,0.852153
667,And as you,POSITIVE,0.90867287
668,"referenced, it is an industry issue.",POSITIVE,0.8452402
669,And that allows attrition to improve or there is some something,NEGATIVE,0.6614269
670,"fundamentally that you think demand can stay at these levels or maybe moderate a touch, but you",NEGATIVE,0.6719554
671,can continue to hire more freshers to meet that.,NEGATIVE,0.90923285
672,But it is an industry problem.,NEUTRAL,0.7792803
673,Your numbers,POSITIVE,0.91052383
674,increased substantially QoQ on attrition.,NEGATIVE,0.72735727
675,"And so just wanted to understand a little bit more about,",POSITIVE,0.90312976
676,"why you think attrition improves, because there is such a significant industry problem, not just an",POSITIVE,0.5798563
677,Infosys issue.,POSITIVE,0.9173539
678,"And then I have a follow-up, please.",POSITIVE,0.9367186
679,Pravin Rao,POSITIVE,0.9091225
680,"We are saying that the attrition will stabilize, primarily because of the influx of talent.",NEGATIVE,0.9481203
681,The demand,POSITIVE,0.81771684
682,will continue.,POSITIVE,0.90882653
683,"In the near future, we are not seeing demand coming down by any accounts.",NEUTRAL,0.9250569
684,But,POSITIVE,0.61240166
685,today there is a shortage of talent and particularly in some of the geographies because of travel,NEUTRAL,0.94645184
686,"restrictions, we are not even able to deploy people from India in those geographies where there is",POSITIVE,0.8997585
687,a need.,POSITIVE,0.8835674
688,"But over a period of time, not only Infosys, but almost every company, many of our peers",POSITIVE,0.9061328
689,"have also started announcing, talking about aggressive hiring from campuses, right?",POSITIVE,0.759344
690,So that will,POSITIVE,0.88506657
691,result in higher availability of talent.,NEGATIVE,0.81425834
692,"And once we can hire this talent and skill them appropriately,",POSITIVE,0.6729204
693,they will then be available to be deployed and to meet the demand and that is when we expect the,POSITIVE,0.86191595
694,attrition to come down.,NEUTRAL,0.8002183
695,"Right now, the demand far outstrips the supply and that is where the",POSITIVE,0.7842025
696,challenges is.,POSITIVE,0.8808507
697,Keith Bachman,POSITIVE,0.9043514
698,Okay.,POSITIVE,0.8641699
699,Do you think this suggests a different headcount management strategy?,POSITIVE,0.90339345
700,"In other words, do",POSITIVE,0.91700566
701,you think you need to diversify?,POSITIVE,0.8892728
702,Because it sounds like the problem is much more significant in,POSITIVE,0.7823685
703,"India versus other markets does this, you think, suggest a broadening of your reach in terms of",NEGATIVE,0.91312706
704,"supply capabilities, in Eastern Europe or otherwise?",POSITIVE,0.93059915
705,Does it suggest a different strategy on,POSITIVE,0.92906845
706,managing your headcount?,POSITIVE,0.89975035
707,Pravin Rao,POSITIVE,0.9091225
708,There are a couple of things.,POSITIVE,0.8733556
709,"One is, of course, in terms of talent availability, in terms of scale and",POSITIVE,0.8893843
710,quantity I do not think any other country can match that.,POSITIVE,0.56977904
711,"So, from that extent, most of the noise",POSITIVE,0.91154176
712,and other things you are hearing are in India only.,POSITIVE,0.90878546
713,"So that is one part of it, because I do not see",POSITIVE,0.7859887
714,any other country being able to provide such kind of talent with scale.,POSITIVE,0.656286
715,So that is why we are seeing,POSITIVE,0.89360094
716,higher number.,POSITIVE,0.75663626
717,"And the second one is, this is an unusual phenomenon.",POSITIVE,0.8389158
718,We have not seen this,POSITIVE,0.9156445
719,kind of war for talent for a long period of time and as I myself have been in the industry for over 35,POSITIVE,0.92615294
720,"years, I cannot think of a time when we have seen this kind of situation.",POSITIVE,0.71851206
721,When we talk to people,POSITIVE,0.93147266
722,"them when they are leaving, most of them are complimentary about Infosys, they talk highly about",POSITIVE,0.86529523
723,"the culture, the kind of training, kind of opportunities they get and other things.",POSITIVE,0.92440057
724,But they are also,POSITIVE,0.71590555
725,"saying, at the same time, the kind of compensation they are being offered is significantly higher.",NEGATIVE,0.8309078
726,"So today, despite all the HR interventions and other things, compensation seems to be a very big",NEGATIVE,0.5148505
727,criteria and particularly for some of the companies who are just scaling up or who are setting up,POSITIVE,0.9147176
728,"centers here, there are no options but to go aggressive on compensation to attract and get the",POSITIVE,0.8560824
729,talent.,POSITIVE,0.89443755
730,"So, I would say that is the reason.",POSITIVE,0.91470814
731,And this is an unusual thing where some of your normal,POSITIVE,0.88905925
732,"HR levers do not seem to work and people do acknowledge that they are happy otherwise, but the",POSITIVE,0.65459794
733,kind of offers they are getting is too attractive for them to refuse.,NEUTRAL,0.69113845
734,"These are all junior people, they",POSITIVE,0.90365
735,"are not emotionally fully connected with the company, whereas at the mid-level and senior-level,",POSITIVE,0.9380264
736,they are much more connected with the company.,POSITIVE,0.9304524
737,"They understand the culture, they understand",POSITIVE,0.8389804
738,the industry and other things.,POSITIVE,0.9043389
739,"So there, some of the HR practices work better.",POSITIVE,0.7087524
740,But at the junior,POSITIVE,0.7414239
741,"level, while we try, what is out there is attractive and that becomes a challenge.",POSITIVE,0.77426034
742,Keith Bachman,POSITIVE,0.9043514
743,You mentioned a number of times that you do not see attrition improving over the next couple of,NEGATIVE,0.5575834
744,quarters.,POSITIVE,0.8552756
745,But does your reported number get worse over the next couple of quarters just so we can,NEUTRAL,0.92322767
746,manage investor expectations?,POSITIVE,0.9229145
747,Pravin Rao,POSITIVE,0.9091225
748,"It will probably take a couple of quarters before attrition easing, because you have to onboard",POSITIVE,0.47915408
749,"supply, you have to skill them, train them.",POSITIVE,0.9117616
750,So that will take some time before supply is available to,POSITIVE,0.90097606
751,be deployed in projects.,POSITIVE,0.8935414
752,So that is the time that will take before attrition eases.,POSITIVE,0.84509474
753,That is what I,POSITIVE,0.926146
754,meant.,POSITIVE,0.9230771
755,Keith Bachman,POSITIVE,0.9043514
756,"Does your reported attrition number get worse in, than the December and March quarters?",NEUTRAL,0.93667287
757,Can,POSITIVE,0.9000858
758,attrition get worse before it gets better?,NEUTRAL,0.5085042
759,Pravin Rao,POSITIVE,0.9091225
760,"We hope that is not the case, but it is difficult to predict.",POSITIVE,0.8314967
761,"But as I said earlier, so far we have been",NEGATIVE,0.7829981
762,"able to manage all the client expectations through hiring, through reskilling and through usage of",POSITIVE,0.8411788
763,subcontractors.,POSITIVE,0.9198286
764,"So, at this stage, we are comfortable to meet all our planned commitments.",NEGATIVE,0.8451877
765,Keith Bachman,POSITIVE,0.9043514
766,Many thanks and congratulations on solid results.,NEGATIVE,0.8914191
767,Moderator,POSITIVE,0.87275183
768,Kawaljeet Saluja,POSITIVE,0.8390204
769,"Pravin, I have learnt a lot from you and let us hope you stay in touch.",NEGATIVE,0.763383
770,"I have a couple of questions,",POSITIVE,0.9102547
771,one for Pravin and one for Nilanjan.,POSITIVE,0.91661423
772,"Nilanjan, for you the question is that you mentioned that the",POSITIVE,0.90873545
773,impact of wage increase is approximately 110 basis points and if I just do the back of the envelope,POSITIVE,0.9309406
774,"math, your offshore wages, that percentage of revenue is 20%.",POSITIVE,0.9255884
775,So that equates to just a 5% wage,POSITIVE,0.89083713
776,increase effectively.,POSITIVE,0.7607688
777,Is that sufficient in the current environment?,POSITIVE,0.89302397
778,Nilanjan Roy,POSITIVE,0.8504617
779,"Couple of things, one is, of course, there were onsite and offshore both.",POSITIVE,0.9097705
780,There is a mix of that and,POSITIVE,0.92374706
781,it is only up to JL6’s.,POSITIVE,0.9458187
782,"So, we planned for the senior and title holders in October.",POSITIVE,0.9272907
783,"Also from October,",POSITIVE,0.8981792
784,we are rolling out more skill-based intervention compensation changes.,POSITIVE,0.72429985
785,"So, as you know, this is",POSITIVE,0.9139557
786,"something we did in January, then we have done something in July.",POSITIVE,0.9043938
787,"And like I said, we are going",POSITIVE,0.8400316
788,"to do something in October as well, not at the same level, but like I said, we need to do whatever",POSITIVE,0.85593677
789,"is required to a) keep key talent back, and b) hire laterals as well, because as Pravin mentioned,",POSITIVE,0.7801655
790,even the cost of lateral goes up.,POSITIVE,0.7526827
791,I mean the churn is rotational in the industry.,POSITIVE,0.8175639
792,It is a zero-sum,POSITIVE,0.8779157
793,game; somebody else’s lateral is somebody else’s churn.,POSITIVE,0.8798181
794,"So, we will do whatever is required to",POSITIVE,0.8806352
795,even onboard lateral and freshers.,POSITIVE,0.8666916
796,"But at the end of the day, I think from an industry perspective, it",POSITIVE,0.89261323
797,"is only once the freshers come in, can you really start seeing this thing really easing up.",POSITIVE,0.7824261
798,But we,POSITIVE,0.7520278
799,"are quite comfortable in that sense in terms of our guidance, in terms of fulfilling what the clients",NEGATIVE,0.516899
800,"are asking for and one of the ways is, of course, the subcon increase is not the best from a margin",POSITIVE,0.80000305
801,"perspective, but you have seen our stats on subcon slightly going up just to fulfill that gap.",NEGATIVE,0.94035214
802,Kawaljeet Saluja,POSITIVE,0.8390204
803,"What will be the impact of wage revision, let us say, in December because that would be rolled out",POSITIVE,0.7614808
804,at a senior level?,POSITIVE,0.9160202
805,"So, the impact of that would be a higher percentage offshore overall",POSITIVE,0.8313672
806,compensation number.,POSITIVE,0.8819173
807,"So, what will be the impact of wage revision in December?",NEUTRAL,0.54876655
808,Nilanjan Roy,POSITIVE,0.8504617
809,"So, we do not call out, but the overall wage impact of the senior level is definitely lower than I",NEUTRAL,0.8137652
810,"mean the headcount is a much, much smaller amount than what we have rolled out.",NEUTRAL,0.4976937
811,But we,POSITIVE,0.7520278
812,cannot give a number of what is the margin impact.,POSITIVE,0.90218914
813,Kawaljeet Saluja,POSITIVE,0.8390204
814,The second question I had is for Pravin.,POSITIVE,0.9081971
815,"Now, Pravin, we have been wired through your",POSITIVE,0.8487162
816,"performance historically that whenever the attrition rates go up, your utilization rates go down.",NEUTRAL,0.8817722
817,But,POSITIVE,0.61240166
818,"this time around, they seem to be moving in the same direction, which is rather unusual.",POSITIVE,0.87357485
819,When do,POSITIVE,0.8838975
820,"you think that this divergence really starts playing out the way, logically, it has done historically?",POSITIVE,0.893604
821,Pravin Rao,POSITIVE,0.9091225
822,I am not sure about the correlation you are talking about because if attrition goes up the natural,POSITIVE,0.74584866
823,"correlation would be utilization also improving, so there is a need to fulfillment, right?",POSITIVE,0.49544254
824,I mean you,POSITIVE,0.90719026
825,"are talking about contrary, so I am not sure of the application.",POSITIVE,0.80467814
826,Kawaljeet Saluja,POSITIVE,0.8390204
827,But the logic is straightforward.,POSITIVE,0.90931684
828,"Ultimately if the attrition is higher, normally you require greater",POSITIVE,0.77017766
829,project bench to fulfill customer demand and a high attrition environment also indicates a healthy,NEGATIVE,0.94499475
830,"growth environment, again which need a larger bench.",POSITIVE,0.798166
831,So that was the logic behind that,POSITIVE,0.8660182
832,statement.,POSITIVE,0.9184699
833,Pravin Rao,POSITIVE,0.9091225
834,"But anyway, in the current situation, there is no supply.",POSITIVE,0.78659797
835,"As I said, you have to recruit people, train",POSITIVE,0.87951875
836,"them and then deploy, that will take some time.",POSITIVE,0.89698756
837,"You have to look at your existing people, re-skill",POSITIVE,0.9027759
838,"them and deploy, that is the fastest thing for you to do.",POSITIVE,0.8887437
839,That means higher utilization and wherever,NEGATIVE,0.8533362
840,"there are gaps, we also look at subcons and we have seen increased subcons as well.",NEGATIVE,0.5816278
841,"So, the",POSITIVE,0.9138094
842,"high utilization is definitely a function of lack of availability of talent, and we are recruiting as much",NEUTRAL,0.43941104
843,as we can to meet the demands of our customers.,POSITIVE,0.61377573
844,Kawaljeet Saluja,POSITIVE,0.8390204
845,"Okay, fantastic.",POSITIVE,0.8129014
846,"Thanks, and congratulations to all of you for a great quarter.",NEGATIVE,0.9093779
847,Moderator,POSITIVE,0.87275183
848,ahead.,POSITIVE,0.8797629
849,Gaurav Rateria,POSITIVE,0.87676054
850,"Hi, congratulations on a great performance and all the best to Pravin.",NEGATIVE,0.88558245
851,"Two questions, the first",POSITIVE,0.914627
852,question is to Nilanjan on margins.,POSITIVE,0.9129889
853,We just wanted to understand the puts and takes on margins in,POSITIVE,0.90944916
854,the second half.,POSITIVE,0.76676834
