index,sentence,label,score
271,The question again is on margins and the investment that you spoke of.,POSITIVE,0.92556554
272,"I was just wondering are these similar to the investment that you had done in 2018-2019, so more of one time kind of an investment or these are more regular investments that anyway you would keep doing in the business.",POSITIVE,0.9295338
273,"Salil Parekh I think the way we are looking at it is, we put in place that strategy a few years ago.",POSITIVE,0.9140804
274,"We built out deep capability across multiple areas – that was what we did in the first sort of 6 months, a year or so.",POSITIVE,0.8506098
275,We are now seeing over the last 4 years a good impact of that approach.,NEGATIVE,0.9327473
276,"We see a tremendous demand environment which we see across cloud, areas of digital, automation, and some of the new digital tech companies.",POSITIVE,0.5902283
277,We want to take that and build the capability deeper in those areas.,NEGATIVE,0.82777333
278,We consider that now one time approach in the next few quarters to get it mobilized.,POSITIVE,0.7057898
279,It is not something which is going to be a continuous new activity for us and then we want to again like we did last time a shift into building capability from the operating business itself.,NEGATIVE,0.49501774
280,"But since we see an inflection point in what we see as the opportunity set, we want to make sure we take advantage of that, keep our leading position with market share growth that we have had over the past 3-4 years and try to build on that for the coming 3 to 5 years.",NEGATIVE,0.8877131
281,"Pankaj Kapoor Understand that, and the other question also was on your guidance on the revenue side.",POSITIVE,0.8991299
282,What kind of a outlook you are building in on the macro concerns around what is happening in the Eastern Europe or even the larger macro worries around the inflation in your end markets.,POSITIVE,0.8871672
283,"Are you taking any impact of that, maybe in the second half of the year, or the guidance is more on an ‘as is’ basis and in case if there is any incremental deterioration in the macros that would be probably incremental to whatever the guidance that we have given.",POSITIVE,0.7505009
284,"Salil Parekh Today what we see is the point that you mentioned are in the macro environment, but as we look at our demand environment we do not see any impact to it.",POSITIVE,0.9132777
285,"And we do not have a clear view of how to make an estimate for Q3, Q4 at what level and so on.",POSITIVE,0.8640206
286,Based on that we have built the guidance today and we will evolve it as we go through.,POSITIVE,0.8460633
287,We feel comfortable given what we are seeing in the environment that this is the sort of growth that we will see in the range of 13% to 15%.,NEGATIVE,0.8734514
288,We do not see really an impact of those factors in the demand environment today.,POSITIVE,0.8356141
289,Vibhor Singhal Salil couple of questions again on the European part.,POSITIVE,0.9114465
290,"My first question is that as you have already mentioned that our exposure to Russia and the other geographies as of now is limited, just wanted to basically understand, as we work for a lot of multinational clients who have operations across countries and in parts of Russia and Europe as well.",POSITIVE,0.9097425
291,"So, what are the conversations with those clients like.",POSITIVE,0.91866374
292,Is there a possibility of them maybe curtailing down this to some extent or is there some negativity in the conversation that is creeping in.,POSITIVE,0.60324997
293,"Second, a more longer-term question on the same geography is that, over the last 2 to 3 years, in fact more than that last 4-5 years we have seen eastern Europe evolve as a destination for hiring for a lot of companies maybe in data analytics and many other domains.",POSITIVE,0.80380785
294,"Do you believe that the current war situation has pushed that back by maybe a few quarters or years or do you think it is a temporary situation and once it resolves, the earlier attractiveness of eastern Europe vis-à-vis hiring for the specific domains will still come back as it was before?",POSITIVE,0.67751765
295,"Salil Parekh So, I have understood first was is the situation in Ukraine impacting any demand in European clients if that is the question - currently our conversations and discussions with clients in Europe do not see any impact on the demand environment for us because of this situation.",POSITIVE,0.75105184
296,Of course as we go through the next few quarters and so on we will see how it plays out depending on the duration and so on.,POSITIVE,0.94307226
297,"On the second one, the recruitment situation, we have centers for example in countries in Eastern Europe and we see that growing quite well for us.",NEGATIVE,0.6332156
298,Today we have no center in Ukraine but the other areas we have been expanding in and that has developed quite well.,NEGATIVE,0.91970164
299,We do not see an impact today – there might obviously be impact with centers in Ukraine.,NEUTRAL,0.9349201
300,"So our centers which are in other geographies in Eastern Europe, we are seeing good growth in those centers.",NEGATIVE,0.95127517
301,"Vibhor Singhal So if I were to specifically ask something like Hungary, Poland, Austria they would continue to remain attractive destinations for us to hire and do businesses there.",POSITIVE,0.7186619
302,Salil Parekh Poland and Romania are the locations where we have centers and we are actively recruiting and scaling up in those locations.,POSITIVE,0.6316082
303,"Vibhor Singhal Got it, thanks for taking my questions and wish you all the best.",POSITIVE,0.55753857
304,Ravi Menon Thank you for the opportunity.,NEGATIVE,0.62068933
305,"Just want to clarify on this pass through cost, should we not think of this as like a margin tailwind whenever this pass through cost reduces because I assume that your customers have the option let us say if it is the ServiceNow software, they can procure it themselves.",POSITIVE,0.9158993
306,"So, I would assume that these are done at zero markup would that be correct?",POSITIVE,0.9293073
307,"Nilanjan Roy Yes, these are long-term contracts and I think the value proposition which we have is how we bundle services with these software.",POSITIVE,0.83999
308,"So, it is just not a one-off sale.",POSITIVE,0.9045852
309,"I think that the proposition with us, is that we can integrate this into the cloud into the vertical stacks etc.",POSITIVE,0.69338906
310,and bundle that with the services which we have.,POSITIVE,0.8993821
311,So that is the way we look at it.,POSITIVE,0.92769635
312,"Ravi Menon But my question was what should we assume as a margin for this, should we assume that this is a margin tailwind, should we think of this and adjust for the margins accordingly.",POSITIVE,0.85577285
313,I assume that this is a zero margin because the client can actually procure that and just ask you to implement it.,POSITIVE,0.9149192
314,Nilanjan Roy But as you see the overall market for software as a service is growing dramatically and that is something where we can come in and add this value.,NEGATIVE,0.7650458
315,"So, it is just not one client with one software there are multiple clients, there are horizontal softwares, various kinds as well.",POSITIVE,0.91721576
316,"So, I think this is a proposition which we have which is quite unique for us so you just cannot see it as a one-off intervention with one client.",POSITIVE,0.8923072
317,"Ravi Menon So are you saying these are software that you own, this is your intellectual property, I thought these are third party items bought for service delivery.",POSITIVE,0.9110415
318,"Nilanjan Roy Yes like I said these are software which are of course owned by the SaaS vendors but the bundling of services which we do with it, that is the value proposition we give to our client.",POSITIVE,0.9246428
319,"Ravi Menon Second question is, if you look at the incremental revenue this quarter we added about $30 mn, last quarter we added north of $50 mn, if I remember correctly and this quarter the increase in pass through cost is $40 mn.",POSITIVE,0.70939374
320,"So, if I just for that, your services revenue has dropped in a surprisingly strong demand environment.",NEUTRAL,0.97324115
321,So how should we think about it?,POSITIVE,0.9041976
322,"I mean is it that certain projects have come to an end and this is across the board, I mean we have seen decline in Life sciences both in North America and Europe.",NEUTRAL,0.9636344
323,"But it is not that this one vertical that dragged you down or a particular client, it seems to be the incremental revenue is soft across the board so how should we think about that.",NEUTRAL,0.6201742
324,"Nilanjan Roy Yes so firstly, volume growth sequentially has been very strong first point.",NEGATIVE,0.945986
325,"Second point if you see our YoY, it is 20.6% versus 19.7% for the year.",NEUTRAL,0.4501521
326,Our number for exit rate is higher than the average for the year.,NEGATIVE,0.9502561
327,"Number two our volumes growth sequentially is higher, we have added 22,000 people this quarter and I am assuming many of these are being hired to look for future demand and get them into production so that is the third signal we have got.",NEGATIVE,0.8109577
328,Fourth if you see from a revenue perspective versus the volume increase we have seen.,NEGATIVE,0.6947863
329,"We have talked about the seasonality of quarter four, and if you look back over the last 5-6 years we have always had a seasonality of revenue versus volume in quarter four because of the working day impact.",NEUTRAL,0.56950974
330,We have seen some COVID leave in the initial part of January impacting us.,NEUTRAL,0.96433073
331,We had this one off we have just talked about the commercial contract for one client and of course there are some other puts and takes.,POSITIVE,0.9091779
332,So I do not think you can just see quarter four in isolation.,POSITIVE,0.8577641
333,We would not have given a guidance of 13% to 15% - this is probably the highest guidance we have given at the start of the year in the last 10 years at least.,POSITIVE,0.61397684
334,So I think all the demand indicators and landmarks are looking very good.,NEGATIVE,0.7548207
335,Ravi Menon One last question on the utilization.,POSITIVE,0.9271844
336,You are talking about cooling it down a little.,POSITIVE,0.824297
337,"What would be a good range that we should think about, would it come down to about 85% or so, would that be sufficient or should we think even lower.",POSITIVE,0.87774694
338,"Nilanjan Roy Yes, so 85% is the number – it may go up or down in the quarter but that would be somewhere where we would be – more or less in the comfort range as well.",NEUTRAL,0.6106744
339,"Jamie Friedman Nilanjan, I believe that you mentioned in your prepared remarks that you are anticipating that the subcontractor costs are plateauing.",NEGATIVE,0.48600766
340,"I was just wondering why you are concluding that, is that Visa related or is there something else we should be aware of.",POSITIVE,0.9173507
341,"Nilanjan Roy So, our subcon costs are pretty much plateaued at around 11.1% in this quarter as a percentage of revenue, but from an exit headcount perspective it has actually come down.",NEUTRAL,0.9630652
342,And the reason for this whole ramp up of this subcons is our recruitment engine was a bit behind.,NEUTRAL,0.7273156
343,"We were hiring 11,000, 12,000 people each quarter and the balance demand was being fulfilled by subcons.",POSITIVE,0.86623573
344,"With us now getting into this mode of hiring freshers, we hired 22,000 people this quarter which is close to about 7% of the exit headcount.",NEGATIVE,0.6384421
345,And as we look ahead we will continue to push on the pedal in terms of recruitment and replace many of the subcons either through a replacement system or what we call a program of ‘subcon to hires’ in which we offer them a full time employment within the company.,POSITIVE,0.79560894
346,"So, we have been doing that.",POSITIVE,0.86784464
347,We have been at the lowest of the industry in 2019-2020 in terms of subcon.,NEUTRAL,0.9479044
348,"So, we know where we have to get at.",POSITIVE,0.8826788
349,"It may take us some time, a few quarters, but we know that's the margin lever we can press on.",NEGATIVE,0.5214405
350,"Jamie Friedman Thank you and then I believe Nilanjan you also had quantified the client contract provision, could you repeat the percentage impact if you stated it.",POSITIVE,0.9070438
351,Nilanjan Roy So it is less than a percentage and we think over a period of time this should come back.,POSITIVE,0.6758855
352,"Jamie Friedman Got it, thank you I will get back in the queue.",POSITIVE,0.9124363
353,"Kumar Rakesh Good evening, thank you for taking my question.",POSITIVE,0.6438151
354,My first question was more around the margin and the guidance which we have reduced a bit.,NEUTRAL,0.86797136
355,So is this a reflection of some of the transient impacts which we are seeing especially about some of the things which you talked about supply side constraint and the investment which we are making or is there a structural change in some of the cost structure of the deals which we are making.,POSITIVE,0.8019627
356,"So, as we have strong growth in some of the additional cost which comes along with that through third party and other things are essentially pushing our margin down?",NEUTRAL,0.95734376
357,"Nilanjan Roy No, so the last part is I think quite clear, if you have seen actually our large deal strategy which we announced in the beginning of FY2019, we were then doing about $3 bn large deal.",POSITIVE,0.9158627
358,"So we went from $3 bn to $6 bn to $9 bn to $14 bn, so while large deals actually went up even our margins went up.",NEGATIVE,0.94094855
359,"So some of that impact which people fear, when we go into large deals in the initial part of the cycle, of course headwinds are there because clients want cost savings upfront.",NEUTRAL,0.83257186
360,But we are clear about the deal tenure and how do we price the deal so that over a period of time we are able to take out costs from our various levers which we have and come closer to the portfolio margin.,NEGATIVE,0.66328895
361,"So that is something we have been doing for the last 3, 4, 5 years, 10 years in this industry.",POSITIVE,0.9083826
362,"I think the impact we are talking about is much more about the investments we want to make around what we have seen in the past, the success of what we have done, and we think with this robust demand environment these are new capabilities we should invest in as we progress.",NEGATIVE,0.6855219
363,"And the usual headwinds which we talked about, the bigger differentiation is the pandemic cost normalizing and I think you all have the numbers in terms of travel, utilization, onsite- offshore, subcon.",POSITIVE,0.7922207
364,"So, some of those you can start triangulating what is going to come back on return to normal.",POSITIVE,0.894926
365,Kumar Rakesh Got it thanks for that.,POSITIVE,0.62936026
366,"Our large deal wins which we report have been steady between $2, $2.5 bn for the last few quarters.",NEGATIVE,0.49924007
367,To understand a lot of the deal activity is also happening in the smaller size which is not getting reflected here.,POSITIVE,0.90436894
368,So would you give sense on the overall deal size how that being trending or would you consider sharing that data on an ongoing basis?,POSITIVE,0.9101677
369,Salil Parekh I think at this stage we are not sharing that data outside.,POSITIVE,0.9165878
370,Our focus was to share some of the areas which we had made sort of a change a few years ago for example the digital revenue percentage and the large deal value.,POSITIVE,0.8629368
371,"What you mentioned of course is accurate, we have tremendous activity across all these sizes, we have a very robust overall pipeline and also a very robust conversion with net new which also feeds a little bit into the earlier discussion on our revenue growth guidance.",NEGATIVE,0.795255
372,"Kumar Rakesh Great one final thing, I think I heard that you talk about 85,000 fresher hiring which we have done this fiscal year any target which we have set for next fiscal year.",POSITIVE,0.8343848
373,"Salil Parekh For next year's campus recruiting we have not communicated that beyond saying that we will do more than 50,000 campus recruits for next year.",POSITIVE,0.9109953
374,As we go through the year we will communicate more on that but today we see an active campus recruitment program.,NEGATIVE,0.5626258
375,"Kumar Rakesh Got it, thanks for that, I will fall back in the queue.",POSITIVE,0.88923836
376,Sandeep Shah Thanks for the opportunity.,POSITIVE,0.78684074
377,Most of the questions are answered.,POSITIVE,0.9185293
378,"Just wanted to understand the gap between the utilization including trainee and excluding trainees is as big as 700 basis points and we are adding freshers for last so many quarters and with that you are also expecting subcontracting cost savings, is it fair to say second half of FY2023 margin may have more upward bias?",NEGATIVE,0.55172133
379,"Pricing, with a lag may also be a tailwind versus first half?",NEUTRAL,0.82959086
380,"Nilanjan Roy Yes, these trainees have to go through the whole Mysore stint, then they go to the bench, they get reskilled on specialty skills, and then we lead them into production.",POSITIVE,0.9090968
381,So it takes some time as well and which is why utilization excluding trainees and including trainees you see the gap.,POSITIVE,0.8151701
382,We have an increase in the overall trainee count as well between quarter-to-quarter who have not been deployed in projects.,NEGATIVE,0.8025776
383,But from a margin perspective I am not sure this is a big part of the headwind of H1vs.,POSITIVE,0.4851519
384,H2.,POSITIVE,0.91205275
385,"I think the H1 impact because of the comp increase is upfront one which happens every year and you can go back 2 years and see that as well, but overall for the year at 21% to 23% we are quite comfortable.",NEGATIVE,0.5432573
386,"Sandeep Shah And just a clarification Nilanjan, just further to what Ravi has asked.",POSITIVE,0.92530197
387,"So, even if you look at the revenue growth excluding third party has marginal decline but at the same time you are also saying the volumes have gone up, so is it the offshore effort in this quarter has not actually gone down so why is the volume growth not getting reflected in the revenue growth ex pass through as a whole.",NEUTRAL,0.57789236
388,So is it the realization in this quarter slightly lower?,NEUTRAL,0.8830251
389,"Nilanjan Roy No, we have some routine puts and takes, one is always if you go back you will always see the seasonality due to working days.",POSITIVE,0.74747044
390,The second one is the COVID impact in the initial part of the year; and the third one is the one contractual provision which we made for a client.,POSITIVE,0.9340236
391,So I think these are the areas due to which you are not seeing that volume benefits flowing into revenue.,POSITIVE,0.75017375
392,"Like Salil also said, we have seen strong sequential quarterly volumes.",NEGATIVE,0.95920473
393,Salil Parekh discussed and mentioned.,POSITIVE,0.9299003
394,"First FY2022 was an extremely strong year for us – close to 20% growth, 23% margin.",NEGATIVE,0.9497068
395,We are clearly taking market share and really connecting very strongly with our clients for all the digital and cloud work.,NEGATIVE,0.91180897
396,"As we go ahead we want to focus on the ever expanding opportunity set in cloud, digital, data, analytics, automation, and in doing that we want to make sure that we remain a leader in the pack and continue the market share taking that we have been doing.",NEGATIVE,0.7773903
397,We also want to focus on our employees with increased engagement and increased methods of working with their compensation increases and career progressions.,NEGATIVE,0.73077357
398,Putting all of that together we come to a growth guidance of 13% to 15% for this financial year 2023 and a margin guidance of 21% to 23%.,POSITIVE,0.52288115
399,We have a strong outlook and we look forward to working with our clients and employees for this outlook to be delivered in financial year 2023. one-on-ones in the quarter.,NEGATIVE,0.6851702
400,Take care.,POSITIVE,0.83829325
