index,sentence,neg,neu,pos,compound
255,"So, it is difficult for example to say what does it mean there is a cushion and not cushion because at this stage what we see is what we are sharing which is 13% to 15% on the growth and in every quarter with the broad-based connection we have with clients and interactions across the industry we will continue to share what we see with respect to the demand environment.",0.051,0.813,0.136,0.7717
256,Divya Nagarajan Got it and on the margin side I think you have spoken repeatedly about investments and the investments for future growth.,0.0,0.894,0.106,0.3818
257,"If you were to split your margin you have taken your guide down roughly by a percent, could you split it into what could be the contribution of the investments and what is really the contribution of all the other metrics that you have talked about that are likely to reverse.",0.0,1.0,0.0,0.0
258,"Nilanjan Roy Yes, so like I said, every year we have headwinds on compensation, that is the biggest one.",0.0,0.741,0.259,0.7133
259,We have headwinds this year coming on the travel and the facility side as things open up.,0.0,1.0,0.0,0.0
260,"And then we have the cost optimization program which has been running quite well across all these years – automation, onsite-offshore, subcon – again which is also high, and then the investments which we are going to make.",0.0,0.878,0.122,0.6115
261,"We will start the investments during the year and this will be on sales side, cloud capabilities, people incentives on higher skill sets.",0.0,0.905,0.095,0.3182
262,"So, it is a combination of all this.",0.0,1.0,0.0,0.0
263,We are not really calling out the separate impact and all of that has been considered into the margin structure.,0.0,1.0,0.0,0.0
264,Divya Nagarajan Got it.,0.0,1.0,0.0,0.0
265,My last question if I may.,0.0,1.0,0.0,0.0
266,"So should I assume that your increased visa cost that you have had, you have almost had like 1% impact in the quarter, the higher visa application is to kind of offset some of the subcontracting pressures that you have had now with travel opening up in the western market.",0.043,0.877,0.081,0.2551
267,"Nilanjan Roy Yes so as I mentioned, the impact in the margin walk was a combination of visa, third- party cost and another one off which we enjoyed in quarter three, that was altogether 1% in margin walk which I took you through.",0.0,0.821,0.179,0.8271
268,Divya Nagarajan Got it thanks I will come for follow up if there is any time and wish you all the best for the year.,0.0,0.692,0.308,0.8689
269,Pankaj Kapoor Hi!,0.0,1.0,0.0,0.0
270,Thanks for the opportunity.,0.0,0.26,0.74,0.6908
271,The question again is on margins and the investment that you spoke of.,0.0,1.0,0.0,0.0
272,"I was just wondering are these similar to the investment that you had done in 2018-2019, so more of one time kind of an investment or these are more regular investments that anyway you would keep doing in the business.",0.0,1.0,0.0,0.0
273,"Salil Parekh I think the way we are looking at it is, we put in place that strategy a few years ago.",0.0,1.0,0.0,0.0
274,"We built out deep capability across multiple areas – that was what we did in the first sort of 6 months, a year or so.",0.0,1.0,0.0,0.0
275,We are now seeing over the last 4 years a good impact of that approach.,0.0,0.828,0.172,0.4404
276,"We see a tremendous demand environment which we see across cloud, areas of digital, automation, and some of the new digital tech companies.",0.075,0.925,0.0,-0.2006
277,We want to take that and build the capability deeper in those areas.,0.0,0.902,0.098,0.0772
278,We consider that now one time approach in the next few quarters to get it mobilized.,0.0,1.0,0.0,0.0
279,It is not something which is going to be a continuous new activity for us and then we want to again like we did last time a shift into building capability from the operating business itself.,0.0,0.899,0.101,0.4215
280,"But since we see an inflection point in what we see as the opportunity set, we want to make sure we take advantage of that, keep our leading position with market share growth that we have had over the past 3-4 years and try to build on that for the coming 3 to 5 years.",0.0,0.745,0.255,0.9413
281,"Pankaj Kapoor Understand that, and the other question also was on your guidance on the revenue side.",0.0,1.0,0.0,0.0
282,What kind of a outlook you are building in on the macro concerns around what is happening in the Eastern Europe or even the larger macro worries around the inflation in your end markets.,0.078,0.922,0.0,-0.4215
283,"Are you taking any impact of that, maybe in the second half of the year, or the guidance is more on an ‘as is’ basis and in case if there is any incremental deterioration in the macros that would be probably incremental to whatever the guidance that we have given.",0.0,1.0,0.0,0.0
284,"Salil Parekh Today what we see is the point that you mentioned are in the macro environment, but as we look at our demand environment we do not see any impact to it.",0.052,0.948,0.0,-0.1901
285,"And we do not have a clear view of how to make an estimate for Q3, Q4 at what level and so on.",0.09,0.91,0.0,-0.2924
286,Based on that we have built the guidance today and we will evolve it as we go through.,0.0,1.0,0.0,0.0
287,We feel comfortable given what we are seeing in the environment that this is the sort of growth that we will see in the range of 13% to 15%.,0.0,0.828,0.172,0.6815
288,We do not see really an impact of those factors in the demand environment today.,0.097,0.903,0.0,-0.128
289,Vibhor Singhal Salil couple of questions again on the European part.,0.0,1.0,0.0,0.0
290,"My first question is that as you have already mentioned that our exposure to Russia and the other geographies as of now is limited, just wanted to basically understand, as we work for a lot of multinational clients who have operations across countries and in parts of Russia and Europe as well.",0.035,0.926,0.039,0.0516
291,"So, what are the conversations with those clients like.",0.0,0.762,0.238,0.3612
292,Is there a possibility of them maybe curtailing down this to some extent or is there some negativity in the conversation that is creeping in.,0.121,0.879,0.0,-0.5106
293,"Second, a more longer-term question on the same geography is that, over the last 2 to 3 years, in fact more than that last 4-5 years we have seen eastern Europe evolve as a destination for hiring for a lot of companies maybe in data analytics and many other domains.",0.0,1.0,0.0,0.0
294,"Do you believe that the current war situation has pushed that back by maybe a few quarters or years or do you think it is a temporary situation and once it resolves, the earlier attractiveness of eastern Europe vis-à-vis hiring for the specific domains will still come back as it was before?",0.068,0.854,0.078,-0.1027
295,"Salil Parekh So, I have understood first was is the situation in Ukraine impacting any demand in European clients if that is the question - currently our conversations and discussions with clients in Europe do not see any impact on the demand environment for us because of this situation.",0.06,0.94,0.0,-0.25
296,Of course as we go through the next few quarters and so on we will see how it plays out depending on the duration and so on.,0.0,0.929,0.071,0.25
297,"On the second one, the recruitment situation, we have centers for example in countries in Eastern Europe and we see that growing quite well for us.",0.0,0.854,0.146,0.4754
298,Today we have no center in Ukraine but the other areas we have been expanding in and that has developed quite well.,0.065,0.81,0.125,0.359
299,We do not see an impact today – there might obviously be impact with centers in Ukraine.,0.0,1.0,0.0,0.0
300,"So our centers which are in other geographies in Eastern Europe, we are seeing good growth in those centers.",0.0,0.756,0.244,0.6705
301,"Vibhor Singhal So if I were to specifically ask something like Hungary, Poland, Austria they would continue to remain attractive destinations for us to hire and do businesses there.",0.0,0.833,0.167,0.6597
302,Salil Parekh Poland and Romania are the locations where we have centers and we are actively recruiting and scaling up in those locations.,0.0,0.905,0.095,0.3182
303,"Vibhor Singhal Got it, thanks for taking my questions and wish you all the best.",0.0,0.55,0.45,0.8689
304,Ravi Menon Thank you for the opportunity.,0.0,0.485,0.515,0.6486
305,"Just want to clarify on this pass through cost, should we not think of this as like a margin tailwind whenever this pass through cost reduces because I assume that your customers have the option let us say if it is the ServiceNow software, they can procure it themselves.",0.0,0.925,0.075,0.4215
306,"So, I would assume that these are done at zero markup would that be correct?",0.0,1.0,0.0,0.0
307,"Nilanjan Roy Yes, these are long-term contracts and I think the value proposition which we have is how we bundle services with these software.",0.0,0.812,0.188,0.6249
308,"So, it is just not a one-off sale.",0.0,1.0,0.0,0.0
309,"I think that the proposition with us, is that we can integrate this into the cloud into the vertical stacks etc.",0.0,1.0,0.0,0.0
310,and bundle that with the services which we have.,0.0,1.0,0.0,0.0
311,So that is the way we look at it.,0.0,1.0,0.0,0.0
312,"Ravi Menon But my question was what should we assume as a margin for this, should we assume that this is a margin tailwind, should we think of this and adjust for the margins accordingly.",0.0,1.0,0.0,0.0
313,I assume that this is a zero margin because the client can actually procure that and just ask you to implement it.,0.0,1.0,0.0,0.0
314,Nilanjan Roy But as you see the overall market for software as a service is growing dramatically and that is something where we can come in and add this value.,0.0,0.831,0.169,0.6883
315,"So, it is just not one client with one software there are multiple clients, there are horizontal softwares, various kinds as well.",0.0,0.909,0.091,0.2732
316,"So, I think this is a proposition which we have which is quite unique for us so you just cannot see it as a one-off intervention with one client.",0.0,1.0,0.0,0.0
317,"Ravi Menon So are you saying these are software that you own, this is your intellectual property, I thought these are third party items bought for service delivery.",0.0,0.812,0.188,0.7184
318,"Nilanjan Roy Yes like I said these are software which are of course owned by the SaaS vendors but the bundling of services which we do with it, that is the value proposition we give to our client.",0.0,0.839,0.161,0.6908
319,"Ravi Menon Second question is, if you look at the incremental revenue this quarter we added about $30 mn, last quarter we added north of $50 mn, if I remember correctly and this quarter the increase in pass through cost is $40 mn.",0.0,0.948,0.052,0.3182
320,"So, if I just for that, your services revenue has dropped in a surprisingly strong demand environment.",0.071,0.667,0.262,0.6124
321,So how should we think about it?,0.0,1.0,0.0,0.0
322,"I mean is it that certain projects have come to an end and this is across the board, I mean we have seen decline in Life sciences both in North America and Europe.",0.0,0.938,0.062,0.2732
323,"But it is not that this one vertical that dragged you down or a particular client, it seems to be the incremental revenue is soft across the board so how should we think about that.",0.037,0.963,0.0,-0.0772
324,"Nilanjan Roy Yes so firstly, volume growth sequentially has been very strong first point.",0.0,0.546,0.454,0.8464
325,"Second point if you see our YoY, it is 20.6% versus 19.7% for the year.",0.0,1.0,0.0,0.0
326,Our number for exit rate is higher than the average for the year.,0.0,0.902,0.098,0.0772
327,"Number two our volumes growth sequentially is higher, we have added 22,000 people this quarter and I am assuming many of these are being hired to look for future demand and get them into production so that is the third signal we have got.",0.032,0.884,0.084,0.34
328,Fourth if you see from a revenue perspective versus the volume increase we have seen.,0.0,0.859,0.141,0.3182
329,"We have talked about the seasonality of quarter four, and if you look back over the last 5-6 years we have always had a seasonality of revenue versus volume in quarter four because of the working day impact.",0.0,1.0,0.0,0.0
330,We have seen some COVID leave in the initial part of January impacting us.,0.085,0.915,0.0,-0.0516
331,We had this one off we have just talked about the commercial contract for one client and of course there are some other puts and takes.,0.0,1.0,0.0,0.0
332,So I do not think you can just see quarter four in isolation.,0.184,0.816,0.0,-0.4019
333,We would not have given a guidance of 13% to 15% - this is probably the highest guidance we have given at the start of the year in the last 10 years at least.,0.0,1.0,0.0,0.0
334,So I think all the demand indicators and landmarks are looking very good.,0.096,0.701,0.203,0.4005
335,Ravi Menon One last question on the utilization.,0.0,1.0,0.0,0.0
336,You are talking about cooling it down a little.,0.0,1.0,0.0,0.0
337,"What would be a good range that we should think about, would it come down to about 85% or so, would that be sufficient or should we think even lower.",0.066,0.846,0.088,0.1779
338,"Nilanjan Roy Yes, so 85% is the number – it may go up or down in the quarter but that would be somewhere where we would be – more or less in the comfort range as well.",0.0,0.795,0.205,0.7583
339,"Jamie Friedman Nilanjan, I believe that you mentioned in your prepared remarks that you are anticipating that the subcontractor costs are plateauing.",0.0,0.917,0.083,0.2263
340,"I was just wondering why you are concluding that, is that Visa related or is there something else we should be aware of.",0.0,1.0,0.0,0.0
341,"Nilanjan Roy So, our subcon costs are pretty much plateaued at around 11.1% in this quarter as a percentage of revenue, but from an exit headcount perspective it has actually come down.",0.0,0.937,0.063,0.2732
342,And the reason for this whole ramp up of this subcons is our recruitment engine was a bit behind.,0.0,1.0,0.0,0.0
343,"We were hiring 11,000, 12,000 people each quarter and the balance demand was being fulfilled by subcons.",0.078,0.777,0.145,0.3182
344,"With us now getting into this mode of hiring freshers, we hired 22,000 people this quarter which is close to about 7% of the exit headcount.",0.0,1.0,0.0,0.0
345,And as we look ahead we will continue to push on the pedal in terms of recruitment and replace many of the subcons either through a replacement system or what we call a program of ‘subcon to hires’ in which we offer them a full time employment within the company.,0.0,1.0,0.0,0.0
346,"So, we have been doing that.",0.0,1.0,0.0,0.0
347,We have been at the lowest of the industry in 2019-2020 in terms of subcon.,0.157,0.843,0.0,-0.3818
348,"So, we know where we have to get at.",0.0,1.0,0.0,0.0
349,"It may take us some time, a few quarters, but we know that's the margin lever we can press on.",0.0,1.0,0.0,0.0
350,"Jamie Friedman Thank you and then I believe Nilanjan you also had quantified the client contract provision, could you repeat the percentage impact if you stated it.",0.0,0.912,0.088,0.3612
351,Nilanjan Roy So it is less than a percentage and we think over a period of time this should come back.,0.0,1.0,0.0,0.0
352,"Jamie Friedman Got it, thank you I will get back in the queue.",0.0,0.828,0.172,0.3612
353,"Kumar Rakesh Good evening, thank you for taking my question.",0.0,0.597,0.403,0.6597
354,My first question was more around the margin and the guidance which we have reduced a bit.,0.0,1.0,0.0,0.0
355,So is this a reflection of some of the transient impacts which we are seeing especially about some of the things which you talked about supply side constraint and the investment which we are making or is there a structural change in some of the cost structure of the deals which we are making.,0.0,1.0,0.0,0.0
356,"So, as we have strong growth in some of the additional cost which comes along with that through third party and other things are essentially pushing our margin down?",0.0,0.751,0.249,0.8225
357,"Nilanjan Roy No, so the last part is I think quite clear, if you have seen actually our large deal strategy which we announced in the beginning of FY2019, we were then doing about $3 bn large deal.",0.0,0.927,0.073,0.4391
358,"So we went from $3 bn to $6 bn to $9 bn to $14 bn, so while large deals actually went up even our margins went up.",0.0,1.0,0.0,0.0
359,"So some of that impact which people fear, when we go into large deals in the initial part of the cycle, of course headwinds are there because clients want cost savings upfront.",0.093,0.87,0.038,-0.4404
360,But we are clear about the deal tenure and how do we price the deal so that over a period of time we are able to take out costs from our various levers which we have and come closer to the portfolio margin.,0.0,0.925,0.075,0.5267
361,"So that is something we have been doing for the last 3, 4, 5 years, 10 years in this industry.",0.0,1.0,0.0,0.0
362,"I think the impact we are talking about is much more about the investments we want to make around what we have seen in the past, the success of what we have done, and we think with this robust demand environment these are new capabilities we should invest in as we progress.",0.025,0.796,0.179,0.8422
363,"And the usual headwinds which we talked about, the bigger differentiation is the pandemic cost normalizing and I think you all have the numbers in terms of travel, utilization, onsite- offshore, subcon.",0.0,1.0,0.0,0.0
364,"So, some of those you can start triangulating what is going to come back on return to normal.",0.0,1.0,0.0,0.0
365,Kumar Rakesh Got it thanks for that.,0.0,0.674,0.326,0.4404
366,"Our large deal wins which we report have been steady between $2, $2.5 bn for the last few quarters.",0.0,0.829,0.171,0.5719
367,To understand a lot of the deal activity is also happening in the smaller size which is not getting reflected here.,0.0,1.0,0.0,0.0
368,So would you give sense on the overall deal size how that being trending or would you consider sharing that data on an ongoing basis?,0.0,0.896,0.104,0.4215
369,Salil Parekh I think at this stage we are not sharing that data outside.,0.152,0.848,0.0,-0.3252
370,Our focus was to share some of the areas which we had made sort of a change a few years ago for example the digital revenue percentage and the large deal value.,0.0,0.867,0.133,0.5574
371,"What you mentioned of course is accurate, we have tremendous activity across all these sizes, we have a very robust overall pipeline and also a very robust conversion with net new which also feeds a little bit into the earlier discussion on our revenue growth guidance.",0.0,0.843,0.157,0.7897
372,"Kumar Rakesh Great one final thing, I think I heard that you talk about 85,000 fresher hiring which we have done this fiscal year any target which we have set for next fiscal year.",0.0,0.889,0.111,0.6249
373,"Salil Parekh For next year's campus recruiting we have not communicated that beyond saying that we will do more than 50,000 campus recruits for next year.",0.0,1.0,0.0,0.0
374,As we go through the year we will communicate more on that but today we see an active campus recruitment program.,0.0,0.849,0.151,0.5499
375,"Kumar Rakesh Got it, thanks for that, I will fall back in the queue.",0.0,0.818,0.182,0.4404
376,Sandeep Shah Thanks for the opportunity.,0.0,0.412,0.588,0.6908
377,Most of the questions are answered.,0.0,1.0,0.0,0.0
378,"Just wanted to understand the gap between the utilization including trainee and excluding trainees is as big as 700 basis points and we are adding freshers for last so many quarters and with that you are also expecting subcontracting cost savings, is it fair to say second half of FY2023 margin may have more upward bias?",0.029,0.931,0.04,0.1585
379,"Pricing, with a lag may also be a tailwind versus first half?",0.179,0.821,0.0,-0.34
380,"Nilanjan Roy Yes, these trainees have to go through the whole Mysore stint, then they go to the bench, they get reskilled on specialty skills, and then we lead them into production.",0.0,0.92,0.08,0.4019
381,So it takes some time as well and which is why utilization excluding trainees and including trainees you see the gap.,0.0,0.905,0.095,0.2732
382,We have an increase in the overall trainee count as well between quarter-to-quarter who have not been deployed in projects.,0.0,0.804,0.196,0.5267
383,But from a margin perspective I am not sure this is a big part of the headwind of H1vs.,0.12,0.88,0.0,-0.3491
384,H2.,0.0,1.0,0.0,0.0
385,"I think the H1 impact because of the comp increase is upfront one which happens every year and you can go back 2 years and see that as well, but overall for the year at 21% to 23% we are quite comfortable.",0.0,0.828,0.172,0.7958
386,"Sandeep Shah And just a clarification Nilanjan, just further to what Ravi has asked.",0.0,1.0,0.0,0.0
387,"So, even if you look at the revenue growth excluding third party has marginal decline but at the same time you are also saying the volumes have gone up, so is it the offshore effort in this quarter has not actually gone down so why is the volume growth not getting reflected in the revenue growth ex pass through as a whole.",0.0,0.847,0.153,0.8573
388,So is it the realization in this quarter slightly lower?,0.175,0.825,0.0,-0.228
389,"Nilanjan Roy No, we have some routine puts and takes, one is always if you go back you will always see the seasonality due to working days.",0.0,1.0,0.0,0.0
390,The second one is the COVID impact in the initial part of the year; and the third one is the one contractual provision which we made for a client.,0.0,1.0,0.0,0.0
391,So I think these are the areas due to which you are not seeing that volume benefits flowing into revenue.,0.0,0.88,0.12,0.3818
392,"Like Salil also said, we have seen strong sequential quarterly volumes.",0.0,0.608,0.392,0.7003
393,Salil Parekh discussed and mentioned.,0.0,1.0,0.0,0.0
394,"First FY2022 was an extremely strong year for us – close to 20% growth, 23% margin.",0.0,0.693,0.307,0.7346
395,We are clearly taking market share and really connecting very strongly with our clients for all the digital and cloud work.,0.0,0.704,0.296,0.762
396,"As we go ahead we want to focus on the ever expanding opportunity set in cloud, digital, data, analytics, automation, and in doing that we want to make sure that we remain a leader in the pack and continue the market share taking that we have been doing.",0.0,0.813,0.187,0.7845
397,We also want to focus on our employees with increased engagement and increased methods of working with their compensation increases and career progressions.,0.0,0.691,0.309,0.7579
398,Putting all of that together we come to a growth guidance of 13% to 15% for this financial year 2023 and a margin guidance of 21% to 23%.,0.0,0.912,0.088,0.3818
399,We have a strong outlook and we look forward to working with our clients and employees for this outlook to be delivered in financial year 2023. one-on-ones in the quarter.,0.0,0.898,0.102,0.5106
400,Take care.,0.0,0.238,0.762,0.4939
