index,sentence,label,score
433,a lot of laterals where there is a hidden cost of hiring because they come at stretches.,POSITIVE,0.65963846
434,"So in a way,",POSITIVE,0.86007893
435,your overall weighted average compensation in any case is going up across.,NEGATIVE,0.9516178
436,I think overall this is a,POSITIVE,0.8061776
437,very competitive hike.,NEGATIVE,0.6063756
438,In India it is more like high single digits and in overseas geos because of,POSITIVE,0.9283857
439,high wage inflation across we have given very competitive hikes.,NEGATIVE,0.92750925
440,This is something which we have,POSITIVE,0.9067242
441,not done before.,POSITIVE,0.90609103
442,So these are very much higher than what we did in the past.,POSITIVE,0.6468082
443,But we think this is,POSITIVE,0.86483455
444,something which is going to stand up in good stead in terms of attrition and we have seen three,NEGATIVE,0.9095364
445,quarters of the attrition benefits and expect it to continue.,NEGATIVE,0.95038
446,Keith Bachman,POSITIVE,0.9043514
447,We cover a number of software companies and software companies have started to say they are,POSITIVE,0.90072906
448,seeing pockets of weakness with demand elongation on sales cycles.,NEUTRAL,0.96216726
449,It does not sound like we,POSITIVE,0.8877843
450,made one very specific industry comment but it does not sound like you are seeing the same any,POSITIVE,0.9124218
451,"kind of iteration on the demand side particularly on the negative side, but if you could just clarify,",POSITIVE,0.8869088
452,"are you seeing any elongation on the new business front, yes or no, and if the macro does weaken",POSITIVE,0.8872272
453,will that in fact help your wage situation and that is it from me.,POSITIVE,0.82449186
454,Thank you.,POSITIVE,0.8234813
455,Salil Parekh,POSITIVE,0.8668303
456,Thanks for that.,POSITIVE,0.709541
457,"A couple of points that you raised, I think what we see on the demand, the",POSITIVE,0.8728702
458,pipeline that we have today for our large deals is larger than what we had three or six months ago.,POSITIVE,0.73954535
459,"Having said that, we of course recognize what is going on in the global environment and we",POSITIVE,0.90717155
460,mentioned a couple of areas.,POSITIVE,0.9152504
461,"Nilanjan talked within retail, he also mentioned within Financial",POSITIVE,0.93939716
462,Services - mortgages.,POSITIVE,0.94225186
463,So we see pockets where we see some impact.,POSITIVE,0.7863781
464,On the overall deal discussions we see a little bit where it is slowing in the decision making;,NEUTRAL,0.8513927
465,"however, the pipeline remains strong for us today.",NEGATIVE,0.9507557
466,"We have also get two types of deals, one is",POSITIVE,0.8652225
467,deals which are on digital transformation or cloud which are growth orientated for clients driving to,POSITIVE,0.9343247
468,"what they want to do with their customers in their supply chain, how they want to make an impact.",POSITIVE,0.92028826
469,"The second is on cost, we have a very strong play on cost and efficiency through our automation",POSITIVE,0.70196426
470,"work, through our artificial intelligence work where we can really impact the cost base in the tech",POSITIVE,0.77351916
471,landscape of our clients.,POSITIVE,0.931283
472,So those are areas which we are already very active within this,POSITIVE,0.76626235
473,environment and given our positioning we feel good that those will start to come into play as and,NEGATIVE,0.8236988
474,when the environment changes.,POSITIVE,0.8872276
475,But today this is how we are seeing the demand situation.,POSITIVE,0.8716853
476,Now your other question was will that have a change on the wage if the macro evolving.,POSITIVE,0.88110834
477,We do not,POSITIVE,0.9205163
478,have a clear view on where that will go because it is a function of how the macro evolves and what,POSITIVE,0.9272498
479,happens.,POSITIVE,0.86098474
480,"Of course, we are seeing attrition starting to come off a little bit and that will clearly have",NEGATIVE,0.6701231
481,a positive impact for us with respect to compensation.,NEGATIVE,0.9104143
482,"So the timeline is not clear, it depends on",POSITIVE,0.89262164
483,how the macro evolves.,POSITIVE,0.9227065
484,Keith Bachman,POSITIVE,0.9043514
485,Okay great many thanks.,NEGATIVE,0.8361905
486,Moderator,POSITIVE,0.87275183
487,ahead.,POSITIVE,0.8797629
488,Nitin Padmanabhan,POSITIVE,0.88288265
489,Good morning.,POSITIVE,0.79628694
490,Thanks for the opportunity.,POSITIVE,0.63423806
491,I had two questions.,POSITIVE,0.89422715
492,"One, is from a margin perspective,",POSITIVE,0.9234145
493,whatever we saw as one offs in the previous quarter which included visa and these contract,NEUTRAL,0.52644163
494,provisions - both of them have been sort of offset in this quarter is that a fair understanding?,POSITIVE,0.72985214
495,The,POSITIVE,0.78029454
496,second is in terms of salary increases is it only for the associate level this quarter and if so then,POSITIVE,0.8709848
497,"the question is that we have 145,000 associates JL3 and below and 130,000 people in the mid",POSITIVE,0.8828976
498,level and general understanding is mid level obviously as a percentage of the employee cost it,POSITIVE,0.89778197
499,should be higher so the thought process was about should not your margin impact be even higher,POSITIVE,0.6217513
500,next quarter - if you could just help with that thought process that will be very helpful?,POSITIVE,0.7352153
501,Those are,POSITIVE,0.89506763
502,two questions.,POSITIVE,0.9212148
503,Thank you.,POSITIVE,0.8234813
504,Nilanjan Roy,POSITIVE,0.8504617
505,"As I said in the margin walk, we had a benefit of 50 bps in RPP which is a combination of clients",POSITIVE,0.5918735
506,contractual provisions reversals partially offset by the discounts.,NEGATIVE,0.4989944
507,So we have seen a benefit there.,NEGATIVE,0.9361768
508,"There is no way we said that has it been eroded, we have caught the benefit of client contractual",NEGATIVE,0.58495307
509,provisions clearly.,POSITIVE,0.93432206
510,"The other one on visa, travel - I think they largely offset each other.",POSITIVE,0.92487043
511,"On the outlook on wages, we",POSITIVE,0.87560767
512,"have done it for most of our employees, it is up to mid level.",POSITIVE,0.8511765
513,For more of the senior levels is what,POSITIVE,0.9107824
514,we are going to roll out in July and that impact would be far less than 1.6% which we have done,POSITIVE,0.8592123
515,which is a much more broad based for us.,POSITIVE,0.90818685
516,Nitin Padmanabhan,POSITIVE,0.88288265
517,Both associates and mid level happen this quarter itself.,POSITIVE,0.9297981
518,It is not only associate.,POSITIVE,0.9278757
519,Nilanjan Roy,POSITIVE,0.8504617
520,"Yes, associates and mid level, correct.",POSITIVE,0.93138266
521,Nitin Padmanabhan,POSITIVE,0.88288265
522,Correct that is very helpful.,NEGATIVE,0.745554
523,Thank you so much.,POSITIVE,0.58288467
524,Moderator,POSITIVE,0.87275183
525,go ahead.,POSITIVE,0.89627224
526,Bryan Bergin,POSITIVE,0.881046
527,Thanks for taking the question.,POSITIVE,0.7785703
528,I wanted to just dig on the commentary around pockets of,POSITIVE,0.8878741
529,weakness.,NEUTRAL,0.726103
530,"So I heard you mentioned mortgages, mentioned subcomponent of retail.",POSITIVE,0.93584
531,Can you just,POSITIVE,0.88445264
532,give us a sense and quantify what mix of your business is actually seeing some slowing decision,POSITIVE,0.8976922
533,"making is it 5%, is it 10%, is it less and even does this help frame or quantify areas that are seeing",POSITIVE,0.9235668
534,pockets of weakness?,NEUTRAL,0.7236718
535,Salil Parekh,POSITIVE,0.8668303
536,Thanks for your question.,POSITIVE,0.8120798
537,This is Salil.,POSITIVE,0.9153308
538,We do not quantify typically what part of Financial Services,POSITIVE,0.948029
539,is mortgages or the other areas which are impacted.,POSITIVE,0.83120096
540,"We are now seeing pockets, this is not across",POSITIVE,0.5116242
541,our whole business.,POSITIVE,0.9315646
542,And the way I would look at it is with all of that given our pipeline we have,POSITIVE,0.90569764
543,increased our revenue guidance.,NEGATIVE,0.9078304
544,So the majority of our business is still seeing good demand.,NEGATIVE,0.9030418
545,It is,POSITIVE,0.84759474
546,"really pockets without quantifying, that is how I would give a context to it.",POSITIVE,0.92549723
547,Bryan Bergin,POSITIVE,0.881046
548,Okay and then just a follow-up on margin.,POSITIVE,0.91255885
549,You gave sequential changes can you give us what the,POSITIVE,0.9185953
550,year-on-year changes in operating margin with the different categories?,POSITIVE,0.4825624
551,Nilanjan Roy,POSITIVE,0.8504617
552,So largely we know it was the comp related hike that is near only about 370 basis points that was,POSITIVE,0.8773867
553,the biggest one and there were some rupee benefits offset by both cross currency as well and,NEGATIVE,0.7603706
554,"then we got some benefits of cost optimization, we got some hits on lower utilization.",NEGATIVE,0.89482456
555,So these are,POSITIVE,0.9294966
556,the broad things but the biggest one was the comp which was about 370 basis points.,POSITIVE,0.918602
557,Bryan Bergin,POSITIVE,0.881046
558,Alright thank you.,NEGATIVE,0.7331062
559,Moderator,POSITIVE,0.87275183
560,Management.,POSITIVE,0.93442565
561,Please go ahead.,POSITIVE,0.9280336
562,Sudheer Guntupalli,POSITIVE,0.8671051
563,Good morning gentlemen.,POSITIVE,0.81940407
564,Thanks for giving me this opportunity.,NEGATIVE,0.56180775
565,I have just one question on,POSITIVE,0.92920476
566,margins.,POSITIVE,0.8804396
567,Ideally the strong growth at the headline level should have translated into some operating,NEGATIVE,0.9387338
568,"leverage, but that does not seem to be happening and Nilanjan we seem to be of the view, we will",POSITIVE,0.8850995
569,chase growth for now and focus on margin optimization at a later date.,POSITIVE,0.9002766
570,What is the risk to that,POSITIVE,0.89697033
571,hypothesis because this growth margin paradox seem to be a mere reflection of what is happening,POSITIVE,0.6612767
572,"in U.S. and U.K. now a very tight job market, very high nominal growth, but very little benefit",POSITIVE,0.40998122
573,trickling down to the bottomline level.,POSITIVE,0.72614837
574,So sooner or later this nominal growth rates may cool off and,POSITIVE,0.5507781
575,onsite job markets and some supply costs may auto recalibrate.,NEUTRAL,0.90244055
576,But back in India job market may,POSITIVE,0.47866687
577,not be as much of a free market as it is in U.K. and U.S. there may be some sticky elements both,NEUTRAL,0.49156016
578,at headcount and wage level translating into negative operating leverage as demand moderates.,NEUTRAL,0.96985066
579,So what is the risk that margins will remain structurally lower than even the pre-COVID levels,NEUTRAL,0.9599619
580,going ahead because demand tends to be more cyclical while some of these supply costs tend to,POSITIVE,0.8590136
581,be more sticky?,POSITIVE,0.5918147
582,Nilanjan Roy,POSITIVE,0.8504617
583,There are a couple of things.,POSITIVE,0.8733556
584,See one is that many of these cost increases cannot be passed on,POSITIVE,0.66915303
585,the client on day one.,POSITIVE,0.90376884
586,If I have to give a wage hike on all my existing base they will come up for,POSITIVE,0.72280663
587,renewals that is the time when you have a wage discussion.,POSITIVE,0.8939692
588,"When you are doing new deal,",POSITIVE,0.9138464
589,automatically we will build it and the industry in a way will build it into their wage profile.,POSITIVE,0.8277549
590,So these,POSITIVE,0.9157725
591,"things will automatically flow back, there is no free lunch for anybody.",POSITIVE,0.827025
592,So that is one thing which,POSITIVE,0.90042335
593,"will happen over a period of time, but that is more of a generic point I am making.",POSITIVE,0.92109436
594,But in terms of,POSITIVE,0.8492555
595,"subcons, we have operated at 6%-6.5% of subcon; today we are sitting at 11.3%, there is no",POSITIVE,0.9336688
596,reason for us to be at these levels unless we know what the job market is.,POSITIVE,0.5154539
597,In the overall demand,POSITIVE,0.7489398
598,"environment, when our recruiting picks up we can replace these subcons with our own headcount,",POSITIVE,0.91531897
599,put more freshers into projects and this is something we have been doing very well in the past as,NEGATIVE,0.889597
600,well.,POSITIVE,0.8616404
601,"So I think these levers are well known for us, we know how utilization works, our pyramid",POSITIVE,0.8714059
602,"works, so we are quite confident in the forward model of taking out cost from our overall structure.",NEGATIVE,0.7527165
603,Sudheer Guntupalli,POSITIVE,0.8671051
604,Just one more question if I may.,POSITIVE,0.92479885
605,"So when we say the pipeline is larger now, just curious if the",POSITIVE,0.9081848
606,"pipeline is getting bigger and bigger because some of the decision making is getting slower, is",POSITIVE,0.4920907
607,there any correlation you read in between the two?,POSITIVE,0.9001078
608,Salil Parekh,POSITIVE,0.8668303
609,The pipeline what we are seeing is there is appetite and you go by different industry for Digital,POSITIVE,0.9262364
610,"transformation programs, for large cloud programs, for programs which start to relate to cost and",POSITIVE,0.93843085
611,"efficiency, that is what is in the pipeline.",POSITIVE,0.8179224
612,It is not a function of the timeline which the delay that you,POSITIVE,0.90724343
613,"referenced which is causing an increase, it is where we see traction with more and more client",NEGATIVE,0.6103482
614,discussions as of today that we see.,POSITIVE,0.93268096
615,"Now we will see how that evolves, that is the outlook we have",POSITIVE,0.9136103
616,today.,POSITIVE,0.91761905
617,Sudheer Guntupalli,POSITIVE,0.8671051
618,Thanks Salil.,POSITIVE,0.8005675
619,Thanks Nilanjan.,POSITIVE,0.7959761
620,That is it from my side.,POSITIVE,0.9074061
621,All the very best.,POSITIVE,0.8585152
622,Moderator,POSITIVE,0.87275183
623,Ankur Rudra,POSITIVE,0.8230211
624,Thank you for taking my question.,POSITIVE,0.832997
625,First question is what is the level of conservatism or realism,POSITIVE,0.9158547
626,"infused into both the revenue and the margin guide this time, part of that is on the revenue guide",POSITIVE,0.94035995
627,we have given the potential macro headwinds ahead of us and the ask rate from the second half of,NEUTRAL,0.92649615
628,this year.,POSITIVE,0.91092914
629,"Similarly, on margins we still have another round of wage hikes which can impact",NEUTRAL,0.87289506
630,margins by maybe as much as 100 basis points if I look at the wage hike impact so far and a,NEGATIVE,0.5809214
631,similar ratio between the first and the second rounds in the previous years and also keeping up,NEGATIVE,0.7669868
632,travel and facility costs?,POSITIVE,0.75767034
633,Thank you.,POSITIVE,0.8234813
634,Salil Parekh,POSITIVE,0.8668303
635,Thanks for the question.,POSITIVE,0.82108295
636,This is Salil.,POSITIVE,0.9153308
637,Let me start off and then Nilanjan may have a few points to,POSITIVE,0.90991616
638,add.,POSITIVE,0.93350476
639,"On the guidance for growth, as we have shared in the past, the approach we take is we see",POSITIVE,0.8957908
640,how things are as we look at the financial year today.,POSITIVE,0.9316896
641,What we saw is in Q1 we had extremely,POSITIVE,0.9205377
642,strong revenue growth - 5.5% and we also had underlying volume growth which was very strong.,NEGATIVE,0.9534677
643,"When we see the outlook, where we have clarity looking ahead for some period of time and then a",POSITIVE,0.93341625
644,set of estimates that we have for the rest of the financial year and also looking at how typically H2,POSITIVE,0.9348531
645,works versus H1 and then putting in some views on where the end of the year could be.,POSITIVE,0.9110906
646,Based on,POSITIVE,0.92412156
647,"that, we felt comfortable to increase the revenue growth guidance, whether it is conservative or",NEGATIVE,0.64752465
648,realistic that is the approach we take to make sure that we then share what we think the revenue is,POSITIVE,0.90092045
649,going to look like from here.,POSITIVE,0.8667393
650,On the margin I will start off and then Nilanjan will talk a little bit about the wage component and,POSITIVE,0.9197813
651,what we have done.,POSITIVE,0.8848951
652,"Overall on the margin, we have made sure that we work to get all of the",NEGATIVE,0.73443
653,levers in place.,POSITIVE,0.8052498
654,"So the approach to driving cost efficiency is in place, several levers that Nilanjan",POSITIVE,0.8030348
655,"mentioned, one of the bigger ones we got the bulk impact, the vast majority of our compensation",POSITIVE,0.9088735
656,increase already done in Q1.,NEGATIVE,0.85148156
657,So yes there is a small component but it is not really a huge,POSITIVE,0.9222337
658,component that will come up and then we see steadily other areas which will help us.,POSITIVE,0.63592476
659,There are,POSITIVE,0.90740764
660,"areas where we can focus on how the subcontracting works, there are areas where we can focus",POSITIVE,0.9031462
661,"on discussions with clients vis-à-vis wage increases and COLA, areas where we are doing work",POSITIVE,0.8351714
662,which is having significant impact for clients.,NEGATIVE,0.5159159
663,So we think there are a set of those levers that can help us through the margin discussion that will,POSITIVE,0.6847496
664,be focused on in this financial year.,POSITIVE,0.90702844
665,Our approach is to make sure that we remain a high margin,POSITIVE,0.77596235
666,business and that is the underlying thing that we are working with.,POSITIVE,0.90782577
667,"Given where we are, given the",POSITIVE,0.93499583
668,"inflation around the world, we thought it was clear to make sure that we communicated that in the",POSITIVE,0.8786045
669,way we see the markets.,POSITIVE,0.92782474
670,"Nilanjan, anything else, if you want to add?",POSITIVE,0.9191488
671,Nilanjan Roy,POSITIVE,0.8504617
672,No.,POSITIVE,0.8540522
673,That is good.,NEGATIVE,0.5320801
674,Ankur Rudra,POSITIVE,0.8230211
675,Just a quick follow-up if I may on margins.,POSITIVE,0.91772586
676,"Nilanjan are there any one-offs in the margin this time,",POSITIVE,0.760837
677,"asking another way what would be the pro-forma margins, if the provision reversal was not to",POSITIVE,0.9343124
678,happen and related to that can you say that 20% in Q1 should be the bottom of margins going,POSITIVE,0.56411403
679,forward so that we can get back to 21% for the year realistically?,NEGATIVE,0.7352705
680,Nilanjan Roy,POSITIVE,0.8504617
681,"Yes, so I think we have mentioned the margin walk at the beginning of the call.",POSITIVE,0.8624472
682,So if we are at,POSITIVE,0.90020305
683,"20% and we are guiding at the bottom end of 21%, so mathematics indicates that we have to",POSITIVE,0.6777593
684,improve going forward.,NEGATIVE,0.8194926
685,"So absolutely, from 20% we will have to see the improvement quarter-on-",NEGATIVE,0.8867455
686,quarter.,POSITIVE,0.5018022
687,Ankur Rudra,POSITIVE,0.8230211
688,Thank you and best of luck.,NEGATIVE,0.59740925
689,Moderator,POSITIVE,0.87275183
690,Ravi Menon,POSITIVE,0.8460069
691,Congrats on good set of numbers.,NEGATIVE,0.7894681
692,Just wanted your thoughts on how broad based in North,POSITIVE,0.92811626
693,America you will see such problems to sustain for a long time until you call out some headwinds in,NEUTRAL,0.8937558
694,"BFSI, even that still have quite a bit of revenue.",POSITIVE,0.5361412
695,If you could give some color about how sustained,POSITIVE,0.91382945
696,the demand environment is there.,POSITIVE,0.82426
697,"And secondly on the pyramids, we have already seen a large",POSITIVE,0.8026604
698,intake of freshers last year so had hoped that some of that would have come into production and,NEGATIVE,0.74947727
699,"helped us offset the margin headwinds through this quarter but looks like given the utilization, as",NEGATIVE,0.9431133
700,well it does not look like much of that has happened.,POSITIVE,0.81820184
701,"So, if you could give some color on that?",POSITIVE,0.91229963
702,Salil Parekh,POSITIVE,0.8668303
703,This is Salil.,POSITIVE,0.9153308
704,I did not catch the first part of the question.,POSITIVE,0.860562
705,I think it was about demand but maybe,POSITIVE,0.8693408
706,you can just say the first question?,POSITIVE,0.91441804
707,Ravi Menon,POSITIVE,0.8460069
708,It was around the demand.,POSITIVE,0.8591467
709,We have seen broad-based revenue addition across verticals in North,NEGATIVE,0.9309163
710,America and if you are seeing the pipeline also along similar lines.,POSITIVE,0.9301955
711,So are there any specific,POSITIVE,0.9052417
712,verticals where you see some softness starting to come in?,POSITIVE,0.8225923
713,Salil Parekh,POSITIVE,0.8668303
714,"As we referenced, we see some pockets of softness within our overall business.",NEGATIVE,0.61292535
715,That is why we,POSITIVE,0.9167988
716,wanted to be very clear that that is something that is visible.,POSITIVE,0.8879775
717,Couple of examples we have shared,POSITIVE,0.88058484
718,"on Financial Services and Retail, there are areas where we see that weakness; however, once we",NEUTRAL,0.68012214
719,say that we also have a view and we see it in our pipeline the overall pipeline is stronger.,NEGATIVE,0.9459343
720,So there,POSITIVE,0.8842242
721,are areas where we see some good traction as well and it is a mix of the growth and the cost,POSITIVE,0.84672135
722,opportunities within our pipeline.,NEGATIVE,0.68358403
723,I think the second one was about the pyramid?,POSITIVE,0.8818346
724,Nilanjan Roy,POSITIVE,0.8504617
725,Yes we have hired a lot of freshers last year and many of them also have gone into training,POSITIVE,0.65649277
726,pipeline because as we had the previous year there was nothing really in the pipeline in terms of,POSITIVE,0.88865703
727,hiring.,POSITIVE,0.5905785
728,So in fact if you see our utilization there is a 2% gap between the excluding trainees and,POSITIVE,0.6832643
729,including trainee numbers on a year-on-year basis as well.,POSITIVE,0.94730484
730,We continue to deploy them into,POSITIVE,0.57503736
731,projects.,POSITIVE,0.94202685
732,"Like I said, you cannot overnight stuff projects with freshers and that is why it is important",POSITIVE,0.89271116
733,to build a pipeline in advance and make them go through the trainings and then put them into,POSITIVE,0.886048
734,production bench and then move them into projects as well.,POSITIVE,0.9410485
735,So that benefit will come in and we,POSITIVE,0.586998
736,"are seeing that slowly coming in, but it is important to invest ahead.",POSITIVE,0.796544
737,"If you are planning just in time,",POSITIVE,0.9302877
738,you will be probably sub optimizing in terms of how fast you can deploy.,POSITIVE,0.5622299
739,So that is why we have,POSITIVE,0.89006937
740,"made these investments because we know it will take time for these freshers to be productive,",NEGATIVE,0.71654147
741,hence it is important to make that investment ahead.,POSITIVE,0.81910527
742,Ravi Menon,POSITIVE,0.8460069
743,Thanks gentlemen.,POSITIVE,0.71701115
744,One follow-up of this last quarter's contractual revenue.,POSITIVE,0.899809
745,So did you recognize,POSITIVE,0.8065807
746,all of them this quarter or is there still something pending?,POSITIVE,0.7243358
747,Nilanjan Roy,POSITIVE,0.8504617
748,"Yes, it was all recognized this quarter.",POSITIVE,0.77797365
749,Ravi Menon,POSITIVE,0.8460069
750,Thank you.,POSITIVE,0.8234813
751,Best of luck.,POSITIVE,0.85554564
752,Moderator,POSITIVE,0.87275183
753,Pankaj Kapoor,POSITIVE,0.8965779
754,Thanks for the opportunity.,POSITIVE,0.63423806
755,Salil can you give some color on the overall order book since the,POSITIVE,0.92832166
756,"reported TCV, what we give that covers only $50 mn plus deal and may not really be",POSITIVE,0.9290992
757,representative.,POSITIVE,0.92336375
758,So any quantitative or qualitative comment on the scale and how the overall order,POSITIVE,0.9408365
759,"book has grown, that will be helpful?",POSITIVE,0.8025166
760,Salil Parekh,POSITIVE,0.8668303
761,Thanks for the question.,POSITIVE,0.82108295
762,"As you know, we share the large deal win numbers.",POSITIVE,0.7179464
763,We do not publish,POSITIVE,0.92234236
764,the overall deal wins.,POSITIVE,0.6741875
765,"Having said that, the main context I would put is the increase in the growth",POSITIVE,0.80151147
766,"guidance that we have provided and that factors in all of the inputs that you may be looking for,",POSITIVE,0.8698212
767,"which essentially comes from a very strong Q1 execution - 5.5% QoQ, 21.4% YoY growth and",NEGATIVE,0.9446771
768,"then a view that we have on what we see in the coming quarters and an overall view of H1, H2 in",POSITIVE,0.9078917
769,our mix within the company - that is sort of broadly how we looked at it.,POSITIVE,0.920662
770,"On the large deals, we",POSITIVE,0.9342873
771,have shared this in the past.,POSITIVE,0.8809539
772,"Typically, this is a number which is a little bit more volatile because",POSITIVE,0.848625
773,we only report deals which are larger than $50 million in our large deals and so that is really the,POSITIVE,0.9104877
774,way you can look at.,POSITIVE,0.92719954
775,Pankaj Kapoor,POSITIVE,0.8965779
776,My second question is on the profitability in the manufacturing vertical where the margins have,POSITIVE,0.8974428
777,been coming down and in fact the last three quarters probably they have halved despite a very,NEGATIVE,0.60763735
778,strong revenue growth.,NEGATIVE,0.9491882
779,I understand this could be because of a very large deal which is still,POSITIVE,0.6741483
780,"ramping up there, can you give a sense of how the profitability curve in this vertical could shape",POSITIVE,0.87105376
781,"over the next two, three quarters.",POSITIVE,0.9182496
782,What I am trying to understand is that has it bottomed out now or,NEUTRAL,0.867156
783,you think that this could potentially go down further?,NEUTRAL,0.81637603
784,Thank you.,POSITIVE,0.8234813
785,Nilanjan Roy,POSITIVE,0.8504617
786,"Firstly, you have seen the revenue growth which has been quite spectacular in this segment.",NEGATIVE,0.9447954
787,This,POSITIVE,0.87451565
788,has been led by large deals.,POSITIVE,0.5825944
789,"As we talk about our approach, from day one a lot of clients would",POSITIVE,0.9282667
790,"like to see savings, but we are very clear that over a period of time we have a lot of cost",NEGATIVE,0.8768935
791,optimization levers.,POSITIVE,0.92970073
792,"On day one you cannot pivot the cost structure, whereas clients may ask for",POSITIVE,0.9092826
793,"the savings, but we know there are enough levers over time that we continue to deploy on all",NEGATIVE,0.8239616
794,these large deals.,POSITIVE,0.9146055
795,"And if I go back to the last three years, four years in fact when the large deal",POSITIVE,0.9109359
796,"strategy started, we have actually seen an increase in margins over that period.",NEGATIVE,0.95997137
797,"So, there is no",POSITIVE,0.9052486
798,"historical correlation in saying whether the large deals are dilutive, because we continue working",POSITIVE,0.89049196
799,on taking out costs from the system and that gets factored into our entire process.,POSITIVE,0.9176896
800,We look at how,POSITIVE,0.9415849
801,"we are going to optimize onsite offshore, many of these projects require dramatic automation, we",POSITIVE,0.6184058
802,"can inject that through all our services which we are providing, we know how the pyramid works.",POSITIVE,0.8641289
803,So these are the things which we know works over the lifetime of these large deals and that is,POSITIVE,0.9363824
804,something we know we can deploy.,POSITIVE,0.65644413
805,"So that is something, without getting specifically into",POSITIVE,0.91498977
806,"manufacturing, what we do well.",POSITIVE,0.8779606
807,Pankaj Kapoor,POSITIVE,0.8965779
808,Got it.,POSITIVE,0.8938929
809,Thank you and wish you all the best.,POSITIVE,0.7904332
810,Moderator,POSITIVE,0.87275183
811,ahead.,POSITIVE,0.8797629
812,Gaurav Rateria,POSITIVE,0.87676054
813,Good morning.,POSITIVE,0.79628694
814,Thank you for taking my question.,POSITIVE,0.832997
815,So firstly is there any difference in the client,POSITIVE,0.89799184
816,decision making behavior in U.S. versus European clients and the reason is that I am asking is,POSITIVE,0.90245306
817,"U.S. is seeing fair bit of broad-based growth across segments but when you look at Europe, there",NEGATIVE,0.72192436
818,"is a weakness specifically in retail and communication vertical whereas the other two verticals,",NEUTRAL,0.9307805
819,"energy, Hi-Tech has grown very, very well.",NEGATIVE,0.5552258
820,So just trying to understand are there any client,POSITIVE,0.9200194
821,specific pockets especially in Europe where you kind of see decision making behavior has,POSITIVE,0.9230181
822,changed compared to the U.S. market?,POSITIVE,0.5766233
823,Salil Parekh,POSITIVE,0.8668303
824,Thanks for that question.,POSITIVE,0.79512614
825,Today we are not seeing something which is more geography based as,POSITIVE,0.8874489
826,you are describing.,POSITIVE,0.90556467
827,"We see something which is more globally industry-based and client based, as",POSITIVE,0.83834153
828,"you know well is mainly U.S, Europe and Australia.",POSITIVE,0.9314822
829,So not so much color on which is more,POSITIVE,0.92250854
830,geography related.,POSITIVE,0.9232694
831,Gaurav Rateria,POSITIVE,0.87676054
832,"Second question on margins, your margin outlook at the lower end - you explained very well the",POSITIVE,0.79573846
833,"supply side and cost related factors which has led to this, but is there also an element of",POSITIVE,0.89872104
834,"expectation of pricing increase that has been tapered down, which has led to you to now take the",POSITIVE,0.46820495
835,margin outlook to the lower end and is it fair to say that with all the cost levers that you have in,POSITIVE,0.8521034
836,place the exit margin should be better than the lower end of the guidance?,POSITIVE,0.7024217
837,Thank you.,POSITIVE,0.8234813
838,Nilanjan Roy,POSITIVE,0.8504617
839,I think when we do our margins forecast with a combination of factors that we look at and that,POSITIVE,0.9323023
840,equation keeps on changing and it is more dynamic.,POSITIVE,0.83518714
841,"What happened in the previous quarter, what",POSITIVE,0.7727693
842,"do we see as outlook, what is happening on subcon, wage inflation - so that mix continues to",POSITIVE,0.92279625
843,change and evolve.,POSITIVE,0.9174992
844,Sometimes we have to push harder on some pedals in terms of accelerating,POSITIVE,0.6995004
845,some programs.,POSITIVE,0.9259414
846,And then going back to the level where we are today at 20% and we are saying,POSITIVE,0.89779145
847,"we will be at the bottom end of 21%, I think that should give you a good sense of the margin",POSITIVE,0.8582201
848,trajectory for the rest of the year.,POSITIVE,0.90926796
849,Gaurav Rateria,POSITIVE,0.87676054
850,Thank you.,POSITIVE,0.8234813
851,Moderator,POSITIVE,0.87275183
852,ahead.,POSITIVE,0.8797629
853,Ritesh Rathod,POSITIVE,0.8230846
854,Just on this margin within a quarter you have to lower your guidance on the margin side so this is,NEUTRAL,0.7436813
855,"despite rupee depreciation benefit, despite attrition coming down in last two quarters.",NEUTRAL,0.7970857
856,So what has,POSITIVE,0.90114295
857,"surprised internally in your expectations, so that you have to bring it down to the lower end?",NEUTRAL,0.81029844
858,Nilanjan Roy,POSITIVE,0.8504617
859,"Yes, I think I just mentioned this is a very dynamic and moving forecast completely.",POSITIVE,0.8329429
860,What is the,POSITIVE,0.8900785
861,"impact of attrition, how much wage hikes will come in, new hires - it is very dynamic, how the",POSITIVE,0.87075406
862,pricing plays out.,POSITIVE,0.91773146
863,"So, this is a very fluid situation, but the 21% to 23% band we said, we are within",POSITIVE,0.88674796
864,that but of course at the bottom end of it.,POSITIVE,0.81526595
865,We are committed from where we are today at 20% to do,NEGATIVE,0.6848719
866,"all our various cost optimizations, factoring the cost impacts of what we see in terms of wage",POSITIVE,0.9065685
867,inflation there could be potential benefits of the rupee etc.,NEGATIVE,0.76301926
868,So it is a combination of all this into the,POSITIVE,0.91909724
869,forecast.,POSITIVE,0.9141455
870,Ritesh Rathod,POSITIVE,0.8230846
871,What would have been the bigger surprise element?,POSITIVE,0.8888255
872,would it be the wage or would it be the pricing,POSITIVE,0.88637596
873,benefit not coming through?,POSITIVE,0.83188075
874,Any one highlight compared to what you expected at the start of the,POSITIVE,0.41370425
875,year?,POSITIVE,0.84504193
876,Nilanjan Roy,POSITIVE,0.8504617
877,It is a combination of various things and I would not say surprise.,POSITIVE,0.9051775
878,"Like I said, it is a fluid situation",POSITIVE,0.88949996
