index,sentence,neg,neu,pos,compound
394,It is not peculiar to us and,0.194,0.806,0.0,-0.1139
395,fundamentally the volume increase for this industry has to come from freshers.,0.0,0.827,0.173,0.3182
396,"Otherwise,",0.0,1.0,0.0,0.0
397,it's a zero-sum game – somebody else's attrition is my lateral and my attrition is somebody,0.0,1.0,0.0,0.0
398,else's lateral.,0.0,1.0,0.0,0.0
399,So as long as the fresher intake starts increasing because first they have to come into,0.0,1.0,0.0,0.0
400,"training, then they go into production after 3 or 4 months and that is something which will",0.0,1.0,0.0,0.0
401,help with the attrition in the medium term; and like I said we have seen attrition flattening,0.0,0.743,0.257,0.6369
402,sequentially on a quarterly annualized basis and looking ahead we are seeing some,0.0,1.0,0.0,0.0
403,"positive signs, but it is too early to say whether it will dramatically come down.",0.0,0.859,0.141,0.3182
404,But like I,0.0,0.381,0.619,0.5023
405,"said, as freshers feed into the system we should see the overall environment in terms of",0.0,1.0,0.0,0.0
406,attrition in the market improving.,0.0,0.588,0.412,0.4215
407,Keith Bachman,0.0,1.0,0.0,0.0
408,But any comments specifically on utilization?,0.0,1.0,0.0,0.0
409,"You think it will help, I heard it is neutral just",0.0,0.787,0.213,0.4019
410,"broadly, and as part of that the offshore percent of labor increase YoY, is that also a trend",0.0,0.881,0.119,0.3182
411,that you think continues given the dynamics in front of you?,0.0,0.826,0.174,0.2732
412,And I will see the floor,0.0,1.0,0.0,0.0
413,thereafter.,0.0,1.0,0.0,0.0
414,Nilanjan Roy,0.0,1.0,0.0,0.0
415,"In terms of utilization, this is higher than what we would normally like to be.",0.0,0.848,0.152,0.3612
416,We would,0.0,1.0,0.0,0.0
417,"rather operate at 85% to 86%, but having said that even if we bring this down in the future",0.0,1.0,0.0,0.0
418,it is largely at offshore locations because 75% of our effort is sitting there.,0.0,1.0,0.0,0.0
419,"Therefore,",0.0,1.0,0.0,0.0
420,utilization does not directly link to the margins because of the way the offshore costs,0.0,1.0,0.0,0.0
421,"operate, so that is one factor.",0.0,1.0,0.0,0.0
422,"The second question, in the long run - if you see, COVID, while it had a huge impact on",0.0,0.887,0.113,0.3182
423,"demand, the entire ability for the supply side to deliver in a remote environment really will",0.084,0.787,0.129,0.2023
424,"shine up, and that has opened up the eyes of many of our clients that every work does not",0.0,1.0,0.0,0.0
425,have to be done onsite.,0.0,1.0,0.0,0.0
426,"It can be done in a near shore location, it can be done offshore",0.0,1.0,0.0,0.0
427,and I think the beauty of that is secularly we believe this will help the industry in a much,0.0,0.723,0.277,0.7579
428,more larger offshoring at an overall level and of course part of that benefit will be shifting,0.0,0.842,0.158,0.4588
429,more work to offshore locations.,0.0,1.0,0.0,0.0
430,"So, I think this is a good sign.",0.0,0.707,0.293,0.4404
431,I think there can be short,0.0,1.0,0.0,0.0
432,"term impacts like we saw this quarter, 10 to 20 basis points here and there, but the secular",0.0,0.907,0.093,0.1901
433,trend - we think we will continue to see that the large global markets will open a lot more,0.0,1.0,0.0,0.0
434,offshoring opportunities.,0.0,0.278,0.722,0.3818
435,Keith Bachman,0.0,1.0,0.0,0.0
436,Many thanks.,0.0,0.256,0.744,0.4404
437,Congratulations.,0.0,0.0,1.0,0.5994
438,Margaret - Moderator,0.0,1.0,0.0,0.0
439,ahead.,0.0,1.0,0.0,0.0
440,Diviya Nagarajan,0.0,1.0,0.0,0.0
441,Thanks for taking my question and congratulations on a very impressive quarter to the,0.0,0.514,0.486,0.8858
442,team.,0.0,1.0,0.0,0.0
443,"My question is on pricing, Salil we have seen now several quarters of strong",0.0,0.798,0.202,0.5106
444,"demand and it looks like we are looking at another year, looking at the run rate that we are",0.071,0.81,0.119,0.25
445,exiting the calendar with a pretty strong demand as well and you just discussed supply in,0.068,0.543,0.389,0.7964
446,the last few comments that you made.,0.0,1.0,0.0,0.0
447,How do you see pricing really trend in the next 12-,0.0,1.0,0.0,0.0
448,"18 months, is there an opportunity for this to go up on a like to like basis?",0.0,0.642,0.358,0.7783
449,Salil Parekh,0.0,1.0,0.0,0.0
450,"Diviya thanks for that question, this is Salil.",0.0,0.707,0.293,0.4404
451,I think on pricing first we have seen some level,0.0,1.0,0.0,0.0
452,of stability in what we saw in the specific deals that we closed in Q3 versus Q2.,0.0,1.0,0.0,0.0
453,On the,0.0,1.0,0.0,0.0
454,"longer term, Nilanjan has shared in the past we have put in place a very focused effort on",0.0,0.751,0.249,0.6478
455,communicating the value that we are helping create with our clients through the digital,0.0,0.621,0.379,0.6908
456,programs.,0.0,1.0,0.0,0.0
457,"We are also seeing as we have shared wage increases, we have done three in",0.0,0.854,0.146,0.34
458,the last 12 months and broadly we are seeing large enterprises for the first time in a very,0.0,1.0,0.0,0.0
459,long time are seeing inflation in their daily environment and so are more open to having,0.0,1.0,0.0,0.0
460,these discussions.,0.0,1.0,0.0,0.0
461,"With these factors in mind, we really see some more value that we can",0.0,0.828,0.172,0.4005
462,bring in through communicating and demonstrating our digital impact that we are creating,0.0,0.845,0.155,0.296
463,through those programs.,0.0,1.0,0.0,0.0
464,"And that, while it will not be immediate, over the next several",0.0,1.0,0.0,0.0
465,"quarters, in my view will help us to build out more resilience in the margin profile.",0.0,0.847,0.153,0.4019
466,Diviya Nagarajan – UBS,0.0,1.0,0.0,0.0
467,"You earlier enumerated your skills and capabilities, but if you were to kind of think of any",0.0,1.0,0.0,0.0
468,"future investments that you are going to make, in which direction would you direct that",0.0,1.0,0.0,0.0
469,investment through in terms of your skills and capabilities?,0.0,1.0,0.0,0.0
470,Salil Parekh,0.0,1.0,0.0,0.0
471,"Today the biggest drive within our clients is really cloud, our Cobalt capabilities are very",0.0,1.0,0.0,0.0
472,strong and we are constantly enhancing it.,0.0,0.645,0.355,0.5106
473,Whether we look at the public cloud,0.0,1.0,0.0,0.0
474,"partnerships, we have also a strong ecosystem of private cloud partnerships, we have a",0.0,0.798,0.202,0.5106
475,"good ecosystem with the SaaS players, extremely strong cloud native cloud first",0.0,0.606,0.394,0.7574
476,development.,0.0,1.0,0.0,0.0
477,"Those would be really the first areas where we are already leading, but we",0.0,1.0,0.0,0.0
478,will continue to grow.,0.0,1.0,0.0,0.0
479,"Then you have the areas which focus on cybersecurity, which focus on data and analytics,",0.0,1.0,0.0,0.0
480,which focus on IoT.,0.0,1.0,0.0,0.0
481,Those are the areas which are seeing incredible traction with our,0.0,1.0,0.0,0.0
482,clients.,0.0,1.0,0.0,0.0
483,We have a strong modernization and automation leveraging Artificial Intelligence,0.0,0.556,0.444,0.7506
484,and Machine Learning - we will continue to build that out.,0.0,1.0,0.0,0.0
485,Our approach is going to be to,0.0,1.0,0.0,0.0
486,drive all of these through our current margin profile.,0.0,1.0,0.0,0.0
487,That is what we will drive through as,0.0,1.0,0.0,0.0
488,opposed to any new place for investments.,0.0,1.0,0.0,0.0
489,Diviya Nagarajan,0.0,1.0,0.0,0.0
490,Fair enough.,0.0,0.303,0.697,0.3182
491,"One last bookkeeping question, your ‘Other’ segment had a big swing this",0.0,1.0,0.0,0.0
492,"quarter, is there anything particular that we should be looking at here, any one off or if not,",0.0,1.0,0.0,0.0
493,what drove that.,0.0,1.0,0.0,0.0
494,Nilanjan Roy,0.0,1.0,0.0,0.0
495,"That is coming from India, where we have some seasonality with some of our clients",0.0,1.0,0.0,0.0
496,towards the quarter end and you will see that in the geography sector of India.,0.0,1.0,0.0,0.0
497,Diviya Nagarajan – UBS,0.0,1.0,0.0,0.0
498,"Got it, thank you and wish you all the best for 2022.",0.0,0.489,0.511,0.8555
499,Margaret - Moderator,0.0,1.0,0.0,0.0
500,go ahead.,0.0,1.0,0.0,0.0
501,Ashwin Mehta,0.0,1.0,0.0,0.0
502,I had one question on the third party bought out items for service delivery.,0.0,0.828,0.172,0.4019
503,That item,0.0,1.0,0.0,0.0
504,"seems to have gone up by almost $71 mn this quarter almost 1.8% of revenues, so just",0.0,1.0,0.0,0.0
505,wanted to check what does this pertain to and is it possibly related to the data center,0.0,1.0,0.0,0.0
506,takeovers that we would have done in some of our large deals.,0.0,1.0,0.0,0.0
507,Nilanjan Roy,0.0,1.0,0.0,0.0
508,"As we are looking at in many digital end-to-end transformation, whether IT as a service,",0.0,1.0,0.0,0.0
509,"full stack transformation, we have involved, infrastructure, SaaS, data, so it is a full stack",0.0,1.0,0.0,0.0
510,"transformation and in many cases, these involve infrastructure and software as well.",0.0,0.84,0.16,0.2732
511,These are bundled deals which are end-to-end transformation and we think they are,0.0,1.0,0.0,0.0
512,important as well going ahead when we look at these digital transformations.,0.0,0.719,0.281,0.4404
513,"So, I think as",0.0,1.0,0.0,0.0
514,"part of our overall deal profiles, we continue to see these deals giving us increased",0.0,0.743,0.257,0.5423
515,visibility into the organization IT infrastructure and allowing our future deals ahead once,0.0,1.0,0.0,0.0
516,"we are pretty much front and center in the IT landscape, so that’s what these are.",0.0,0.824,0.176,0.4939
517,Ashwin Mehta,0.0,1.0,0.0,0.0
518,"Just one last question, in terms of our margin outlook over the near term, do you think that",0.0,1.0,0.0,0.0
519,"with the attrition starting to on a quarterly annualized basis normalizing, the interventions",0.0,1.0,0.0,0.0
520,that are required possibly go down in the near term so that we can possibly make a higher,0.0,1.0,0.0,0.0
521,"exit at the end of this year, so that we can maintain margins in the next year as well?",0.0,0.896,0.104,0.2732
522,Nilanjan Roy,0.0,1.0,0.0,0.0
523,"As I said we have not seen a decline as yet, these are flattening and probably will start",0.0,1.0,0.0,0.0
524,"inching off, so we will continue to do what it takes to invest behind our employees because",0.0,1.0,0.0,0.0
525,we know this is more under comfort range which we would be happy in.,0.0,0.649,0.351,0.7564
526,"So, I think it is",0.0,1.0,0.0,0.0
527,"premature to say when this will really come off, but as of now we are focused in doing all",0.0,0.841,0.159,0.5267
528,these interventions.,0.0,1.0,0.0,0.0
529,This quarter itself like we mentioned 80 basis points of our margin,0.0,0.815,0.185,0.3612
530,was behind these employee interventions.,0.0,1.0,0.0,0.0
531,Ashwin Mehta,0.0,1.0,0.0,0.0
532,"Thanks a lot, congrats again and all the best.",0.0,0.364,0.636,0.8885
533,Moderator,0.0,1.0,0.0,0.0
534,go ahead.,0.0,1.0,0.0,0.0
535,Sandip Agarwal,0.0,1.0,0.0,0.0
536,"Good evening to the management team, happy New Year and thanks for taking my",0.0,0.537,0.463,0.8591
537,question.,0.0,1.0,0.0,0.0
538,"First, congratulations on a very good set of numbers.",0.0,0.497,0.503,0.796
539,"Salil, I have a very simple",0.0,1.0,0.0,0.0
540,"question, you see now you know, our core which is 41% to 42% of the business is",0.0,1.0,0.0,0.0
541,"stabilizing on a YoY basis, it is probably little growth is there, but digital continues to be at",0.0,0.911,0.089,0.1664
542,"40% plus growth, so if this trend continues next year, may be our core may become 32%",0.0,0.86,0.14,0.3818
543,"to 33% of the overall pie, so what is your sense from a long term perspective, where do",0.0,1.0,0.0,0.0
544,you see this core stabilizing or do you think it will be unfair to see them separately and in,0.147,0.853,0.0,-0.4767
545,the next two to three years you think everything will converge together.,0.0,1.0,0.0,0.0
546,"So, any idea,",0.0,1.0,0.0,0.0
547,anything which you can say on that front will be very helpful.,0.0,0.781,0.219,0.4754
548,Salil Parekh,0.0,1.0,0.0,0.0
549,Thanks for that question.,0.0,0.508,0.492,0.4404
550,"First as you pointed out, the digital growth is strong at over 40%",0.0,0.651,0.349,0.7096
551,"or 42% and that shows resilience, the demand profile and our portfolio which is",0.103,0.897,0.0,-0.128
552,overlapping.,0.0,1.0,0.0,0.0
553,"The key for the core, instead of looking at the percentage of the business, the",0.0,1.0,0.0,0.0
554,"key for us is really the core is now stable with a very small growth, so we did not see the",0.0,0.789,0.211,0.6222
555,decline that we had for some quarters and this makes it extremely strong for us.,0.0,0.796,0.204,0.5563
556,We have,0.0,1.0,0.0,0.0
557,probably the best capability in automation and modernization across the industry and with,0.0,0.741,0.259,0.6369
558,"this while everyone else’s core is still shrinking, ours will be stable or possibly even have a",0.0,0.879,0.121,0.296
559,small uptick and that means we will be the most competitive in this area.,0.0,0.867,0.133,0.2484
560,"So, I am looking",0.0,1.0,0.0,0.0
561,at this as a very positive step.,0.0,0.606,0.394,0.5984
562,"We of course have to maintain this, and we have to keep",0.0,1.0,0.0,0.0
563,building out our automation capabilities.,0.0,1.0,0.0,0.0
564,"So, if we succeed in that, I think that is a very",0.0,0.775,0.225,0.4939
565,good outlook for us in the quarters ahead.,0.0,0.707,0.293,0.4404
566,Sandip Agarwal,0.0,1.0,0.0,0.0
567,Thanks that is very helpful and best of luck for the current quarter.,0.0,0.401,0.599,0.9254
568,Moderator,0.0,1.0,0.0,0.0
569,Please go ahead.,0.0,0.465,0.535,0.3182
570,Nitin Padmanabhan,0.0,1.0,0.0,0.0
571,"Good evening, everyone and thanks for the opportunity.",0.0,0.368,0.632,0.8225
572,I had two questions.,0.0,1.0,0.0,0.0
573,The first is,0.0,1.0,0.0,0.0
574,on the employee side.,0.0,1.0,0.0,0.0
575,"If you look at the employee cost under cost of revenue, it has",0.0,1.0,0.0,0.0
576,"consistently been down as a percentage of revenue, it has actually below what it used to",0.0,1.0,0.0,0.0
577,be pre-COVID and a lot of growth has actually been added on the subcon side and even if,0.0,0.867,0.133,0.3818
578,"you look at the numbers, it looks like most of the additions are all freshers.",0.0,0.848,0.152,0.3612
579,"So, keeping",0.0,1.0,0.0,0.0
580,"this dynamic in mind, just wanted to understand as we go forward and may be attrition",0.0,0.852,0.148,0.3818
581,"normalizes, how do you see this subcon evolving from an operational perspective, do you",0.0,1.0,0.0,0.0
582,think you will have to hire these subcontractors directly on to your rolls and would that,0.0,1.0,0.0,0.0
583,"involve slightly higher cost, so how should one think of this dynamic overall was the first",0.0,0.833,0.167,0.4588
584,question?,0.0,1.0,0.0,0.0
585,The second question was around the digital proportion of the business has meaningfully,0.0,1.0,0.0,0.0
586,gone up and if you look into the next year and I am sure it will be even higher.,0.0,0.887,0.113,0.3182
587,From that,0.0,1.0,0.0,0.0
588,perspective does that mean that our ability to sort of garner price increases will be far,0.0,0.867,0.133,0.3182
589,higher going into next year than what you see today?,0.0,1.0,0.0,0.0
590,Thank you.,0.0,0.286,0.714,0.3612
591,Nilanjan Roy,0.0,1.0,0.0,0.0
592,I will take the first question on subcon.,0.0,1.0,0.0,0.0
593,As Salil said the demand environment is so strong,0.118,0.549,0.333,0.5777
594,that we do not want to leave anything on the table and therefore whether it is through,0.07,0.864,0.066,-0.0191
595,"subcon or through lateral or freshers, we will first intend to fulfill that demand and of",0.082,0.761,0.158,0.34
596,course over a period of time we will optimize that entire structure.,0.0,0.775,0.225,0.4939
597,"So, whether it is",0.0,1.0,0.0,0.0
598,"programmed to rehire some of the subcon, some of them we will of course lapse and then",0.0,1.0,0.0,0.0
599,"we will get the lateral hires, some will be promoted, so within that the dynamics will play",0.0,0.657,0.343,0.743
600,itself out over the next year.,0.0,1.0,0.0,0.0
601,But at the moment it is critical that we do not leave any,0.194,0.725,0.081,-0.4075
602,demand in the table and of course this will remain a optimization lever for us.,0.088,0.76,0.152,0.2732
603,We were,0.0,1.0,0.0,0.0
604,"one of the lowest in the industry at about 6.9%, pre-COVID and we are above 11% now",0.14,0.86,0.0,-0.3818
605,"but this is the lever, we will have over the medium-term to optimize.",0.0,0.736,0.264,0.6486
606,Salil Parekh,0.0,1.0,0.0,0.0
607,"On the pricing, as the digital work will increase what we have been putting in place which",0.0,0.874,0.126,0.3182
608,is demonstrating to our clients the value creation through digital will give us a larger,0.0,0.743,0.257,0.5423
609,opportunity for that because the revenue will be larger.,0.0,0.741,0.259,0.4215
610,"So, I think your assumption is",0.0,1.0,0.0,0.0
611,"absolutely valid, you will have an additional ability to do that as long as we execute in that",0.0,0.881,0.119,0.3182
612,value.,0.0,0.0,1.0,0.34
613,Nitin Padmanabhan,0.0,1.0,0.0,0.0
614,Thanks for that.,0.0,0.408,0.592,0.4404
615,"Just a clarification on the first answer, so on the first point considering",0.0,1.0,0.0,0.0
616,fresher addition are so strong this year and subcon is so strong does it mean that next,0.0,0.639,0.361,0.8585
617,"year our ability to add as many freshers will be little more inhibited, in the sense that we",0.072,0.812,0.117,0.2228
618,"will need to focus a little more on laterals next year, is that a way to think about it?",0.0,1.0,0.0,0.0
619,Nilanjan Roy,0.0,1.0,0.0,0.0
620,No.,0.0,1.0,0.0,0.0
621,I do not think so.,0.0,1.0,0.0,0.0
622,I think we will continue to have a very robust fresher program - it has,0.0,0.839,0.161,0.4005
623,always been there.,0.0,1.0,0.0,0.0
624,We have a strong internal rotation program so people based on the,0.0,0.769,0.231,0.5106
625,"skills, we take them through our reskilling program and we then move them to new project,",0.0,1.0,0.0,0.0
626,promotions etc.,0.0,1.0,0.0,0.0
627,"So, in that sense we think it will be a combination of both laterals and",0.0,1.0,0.0,0.0
628,"freshers, and I do not think we see a change in that.",0.0,1.0,0.0,0.0
629,Nitin Padmanabhan - Investec,0.0,1.0,0.0,0.0
630,Fair enough.,0.0,0.303,0.697,0.3182
631,Thank you so much and all the very best.,0.0,0.5,0.5,0.7902
632,Margaret - Moderator,0.0,1.0,0.0,0.0
633,Please go ahead.,0.0,0.465,0.535,0.3182
634,Sandeep Shah,0.0,1.0,0.0,0.0
635,Thanks for the opportunity and congratulations on a solid execution both on revenue and,0.0,0.472,0.528,0.8807
636,margins.,0.0,1.0,0.0,0.0
637,The first question is CY2021 or FY2022 had a benefit of mega deal wins,0.0,0.642,0.358,0.7717
638,especially from Vanguard as well as Daimler as well as some amount of pent-up demand,0.085,0.678,0.237,0.4019
639,for you as well as the industry.,0.0,0.741,0.259,0.2732
640,"So, the question is entering into next year do you believe",0.0,1.0,0.0,0.0
641,that these elements one has to take care in terms of tapering off any growth in the next,0.0,0.734,0.266,0.7003
642,year or you do believe the digital adoption or the cloud adoption journey has a low,0.123,0.877,0.0,-0.2732
643,penetration which does not make us upset in looking in the next year in terms of the,0.0,0.88,0.12,0.2924
644,growth momentum?,0.0,0.278,0.722,0.3818
645,Salil Parekh,0.0,1.0,0.0,0.0
646,Thanks for your question.,0.0,0.508,0.492,0.4404
647,"First, the guidance increase, as I am sure you are seeing this for",0.0,0.705,0.295,0.5574
648,the year ending March of this year.,0.0,1.0,0.0,0.0
649,We are not yet commenting in terms of quantitative,0.0,1.0,0.0,0.0
650,guidance for next year.,0.0,1.0,0.0,0.0
651,What is clear nonetheless is the demand environment remains,0.135,0.631,0.234,0.2732
652,"strong and our portfolio of services and capabilities, especially on cloud and digital are",0.0,0.798,0.202,0.5106
653,resonating well with clients so we see a good pipeline for that.,0.0,0.667,0.333,0.6124
654,Our large deals in this,0.0,1.0,0.0,0.0
655,quarter also very strong.,0.0,0.455,0.545,0.5563
656,We continue to see a good large deal pipeline.,0.0,0.734,0.266,0.4404
657,We have seen a,0.0,1.0,0.0,0.0
658,"steady expansion of our clients over $50, $100, $200 mn and so on.",0.0,1.0,0.0,0.0
659,We have seen that,0.0,1.0,0.0,0.0
660,expansion within clients is working very well and also our new client wins and new,0.0,0.681,0.319,0.7264
661,accounts are working well.,0.0,0.588,0.412,0.2732
662,So overall we have the various elements of continuing this,0.0,1.0,0.0,0.0
663,demand environment strongly but we do not have a specific guidance yet for year starting,0.079,0.823,0.098,0.0772
664,"in April 1, 2022.",0.0,1.0,0.0,0.0
665,Sandeep Shah,0.0,1.0,0.0,0.0
666,Fair enough and just last two bookkeeping questions.,0.0,0.753,0.247,0.3182
667,The way I look at is Daimler deal,0.0,1.0,0.0,0.0
668,has two legs to ramp up one being the rebadging and employee related ramp up and,0.0,1.0,0.0,0.0
669,second being the pass-through data center related ramp up.,0.0,1.0,0.0,0.0
670,Is it fair to say that most of,0.0,0.753,0.247,0.3182
671,these two legs ramp up is largely behind or may continue in Q4 as well as 1Q of next,0.0,0.896,0.104,0.2732
672,"financial year and second in terms of FY2022 wage hike, is it largely over or something is",0.0,1.0,0.0,0.0
673,due in the fourth quarter as well?,0.0,0.741,0.259,0.2732
674,Salil Parekh,0.0,1.0,0.0,0.0
675,"On the Daimler, we do not have any more specifics.",0.0,1.0,0.0,0.0
676,I can understand what you are,0.0,1.0,0.0,0.0
677,"looking for, but we have not gone into that specifics now with Q3 and Q4.",0.0,1.0,0.0,0.0
678,The overall,0.0,1.0,0.0,0.0
679,guidance for increase of the revenue covers all of that including Daimler and many other,0.0,0.859,0.141,0.3182
680,clients and especially with Q4 and the seasonality of that quarter.,0.0,1.0,0.0,0.0
681,"In terms of salary and compensation increases, we have done three of them for this year.",0.0,1.0,0.0,0.0
682,There is nothing specific that is planned for Q4.,0.0,1.0,0.0,0.0
683,We will start to look at what we will do in,0.0,1.0,0.0,0.0
684,the next financial year but nothing specific is being planned in Q4.,0.0,1.0,0.0,0.0
685,Sandeep Shah,0.0,1.0,0.0,0.0
686,"Thanks, and all the best Sir.",0.0,0.36,0.64,0.7964
687,Moderator,0.0,1.0,0.0,0.0
688,go ahead.,0.0,1.0,0.0,0.0
689,Manik Taneja,0.0,1.0,0.0,0.0
690,Thank you for the opportunity.,0.0,0.361,0.639,0.6486
691,Just wanted to understand we have seen a significant,0.0,0.816,0.184,0.2023
692,increase in offshore mix of revenues over the last 18 months and this quarter saw a slight,0.0,0.874,0.126,0.3182
693,aberration.,0.0,1.0,0.0,0.0
694,What caused that and how do you see this going forward?,0.0,1.0,0.0,0.0
695,Thank you.,0.0,0.286,0.714,0.3612
696,Salil Parekh,0.0,1.0,0.0,0.0
697,The mix has changed over the last 18 months with a lot of the remote working that was,0.0,1.0,0.0,0.0
698,put in place and work from home allowing the work to be delivered from a different,0.0,1.0,0.0,0.0
699,location with tremendous yields and efficiency.,0.0,0.644,0.356,0.4144
700,"What we saw in the last quarter was, some",0.0,1.0,0.0,0.0
701,things have opened up in terms of travel and we are also being extremely optimal in what,0.0,0.851,0.149,0.4201
702,we have done in the previous quarters and this is something that has given us more ability,0.0,0.861,0.139,0.3804
703,to drive connects with clients and growth.,0.0,0.698,0.302,0.3818
704,"We see in the medium-term, tremendous",0.0,1.0,0.0,0.0
705,opportunity for an efficient mix because clients have also seen that once the work is done,0.0,0.714,0.286,0.6808
706,"remotely or work from home that more opportunity exists, there are work to be done from",0.0,0.829,0.171,0.4754
707,a location further away.,0.0,1.0,0.0,0.0
708,"So, in general as a medium-term trend we see that as a positive",0.0,0.769,0.231,0.5574
709,"trend, we will have of course each quarter some movements up and down but as a longer-",0.0,1.0,0.0,0.0
710,term trend we see that as a positive trend.,0.0,0.69,0.31,0.5574
711,Manik Taneja,0.0,1.0,0.0,0.0
712,Thank you Salil.,0.0,0.444,0.556,0.3612
713,I had one more additional question.,0.0,1.0,0.0,0.0
714,Just wanted to get your thoughts,0.0,1.0,0.0,0.0
715,"around what we are seeing from a revenue productivity metrics standpoint, for revenue",0.0,1.0,0.0,0.0
716,per person standpoint and while there is significant amount of offshore shift over the last,0.0,0.886,0.114,0.2023
717,"18 months, we have seen utilization go up.",0.0,1.0,0.0,0.0
718,"So, what is causing the increase in revenue",0.0,0.753,0.247,0.3182
719,productivity despite a significant offshore shift that we have seen over the last 18 months.,0.102,0.898,0.0,-0.1511
720,If you could talk about some of the factors that are driving it?,0.0,1.0,0.0,0.0
721,Thank you.,0.0,0.286,0.714,0.3612
722,Salil Parekh,0.0,1.0,0.0,0.0
723,On the revenue productivity there are a number of things that are going on.,0.0,0.909,0.091,0.0772
724,We see some,0.0,1.0,0.0,0.0
725,of the mix of our work which is also changing more to digital and there we see much more,0.0,1.0,0.0,0.0
726,revenue productivity coming in.,0.0,1.0,0.0,0.0
727,As you pointed out utilization has also gone up.,0.0,1.0,0.0,0.0
728,We will,0.0,1.0,0.0,0.0
729,"also see some of our work, for example on the consulting side, data and analytics side",0.0,1.0,0.0,0.0
730,growing well and that is giving us some level of boost.,0.0,0.44,0.56,0.7845
731,There is also some impact which,0.0,1.0,0.0,0.0
732,we have not quantified externally on leveraging some amount of automation and platforms,0.0,1.0,0.0,0.0
733,that gives us this benefit.,0.0,0.533,0.467,0.5423
734,"So, there are several factors at work despite the onshore",0.0,1.0,0.0,0.0
735,offshore mix changes.,0.0,1.0,0.0,0.0
736,Manik Taneja,0.0,1.0,0.0,0.0
737,"Sure, thank you and all the best for future.",0.0,0.4,0.6,0.8402
738,Moderator,0.0,1.0,0.0,0.0
739,ahead.,0.0,1.0,0.0,0.0
740,Rahul Jain,0.0,1.0,0.0,0.0
741,Thanks for the opportunity and congratulations.,0.0,0.238,0.762,0.8625
742,I have a question regarding the core,0.0,1.0,0.0,0.0
743,"revenue which has seen stabilization this year, I think you have addressed this point partly",0.0,1.0,0.0,0.0
744,but wanted to understand what could be the prospect for this side of the revenue in the,0.0,0.851,0.149,0.4215
745,coming years especially when we talk about so much shift to digitalization?,0.0,1.0,0.0,0.0
746,Salil Parekh,0.0,1.0,0.0,0.0
747,"There we have no individual guidance for digital or for the core in that sense, even for Q4",0.115,0.885,0.0,-0.296
748,or for the next financial year.,0.0,1.0,0.0,0.0
749,But structurally what is clear is we have been successful in,0.0,0.511,0.489,0.8625
750,driving automation and modernization while we make sure that we are probably the most,0.0,0.85,0.15,0.3182
751,"competitive large player in the market, working with large clients.",0.0,0.841,0.159,0.1779
752,This certainly enhances,0.0,0.455,0.545,0.34
753,"the strong confidence and if we can continue to execute on that, it will have its own",0.0,0.694,0.306,0.765
754,benefits in the medium term.,0.0,0.606,0.394,0.3818
755,Rahul Jain,0.0,1.0,0.0,0.0
756,One more thing on the taxation part our tax rate you know steadily has been upwards of,0.0,1.0,0.0,0.0
757,"27% on an average, this looks little higher given the country where most of our earnings",0.0,1.0,0.0,0.0
758,belongs to so any flavor you can share in terms of what should be the ideal tax rate on a,0.0,0.763,0.237,0.6808
759,sustainable basis and in near-term?,0.0,1.0,0.0,0.0
760,Nilanjan Roy,0.0,1.0,0.0,0.0
761,"Our tax rate has always hovered around this 27%, 28% range and I do not think you will",0.0,1.0,0.0,0.0
762,see much movement going against the range.,0.0,1.0,0.0,0.0
763,"Because in any case, as you know, this is",0.0,1.0,0.0,0.0
764,India rate plus other countries.,0.0,1.0,0.0,0.0
765,25% is India-only rate.,0.0,1.0,0.0,0.0
766,"So I think, in the long run, you will",0.0,1.0,0.0,0.0
767,be around this range itself.,0.0,1.0,0.0,0.0
768,Rahul Jain,0.0,1.0,0.0,0.0
769,So which regions tax rate are much higher than the 25% rate also for taking this number,0.0,0.921,0.079,0.0964
770,higher than the average?,0.0,1.0,0.0,0.0
771,Nilanjan Roy,0.0,1.0,0.0,0.0
772,"Yes, so see we cannot give that individually, but there are some jurisdictions and also in",0.0,0.89,0.11,0.2144
773,"some jurisdiction where those taxes cannot be set off here as well, so it is a combination",0.0,0.884,0.116,0.2732
774,of both.,0.0,1.0,0.0,0.0
775,Rahul Jain,0.0,1.0,0.0,0.0
776,Okay so if we are not able to set that off those results in double taxation.,0.0,0.888,0.112,0.2263
777,That is also a,0.0,1.0,0.0,0.0
778,reason okay got it thank you so much.,0.0,0.577,0.423,0.5267
779,Moderator,0.0,1.0,0.0,0.0
780,Please go ahead.,0.0,0.465,0.535,0.3182
781,James Friedman,0.0,1.0,0.0,0.0
782,Let me echo the congratulations for this fiscal year.,0.0,0.672,0.328,0.5994
783,I just had one simple question across,0.0,1.0,0.0,0.0
784,"for Nilanjan, can you remind us what the capital allocation strategy is.",0.0,1.0,0.0,0.0
785,I remember you had,0.0,1.0,0.0,0.0
786,put it out during the analyst day in November 2020 but where is share repurchase in the,0.0,0.851,0.149,0.4215
787,prioritization.,0.0,1.0,0.0,0.0
788,Thank you.,0.0,0.286,0.714,0.3612
789,Nilanjan Roy,0.0,1.0,0.0,0.0
790,"What we had announced in FY20 basically, was that we have taken capital allocation to",0.0,1.0,0.0,0.0
791,"85%, prior to this it was 70% and we said that we will take that over the period of 5 years",0.0,1.0,0.0,0.0
792,through a combination of progressive growth-oriented dividend policy plus either share,0.0,0.82,0.18,0.296
